cnt,exercise,ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
5412,29,                -875,399,8,                -9,-14,-270,                -783,-226,205,                bytearray(b'f\xba\x95\xfc\x8f\x01\x08\x00\xf7\xff\xf2\xff\xf2\xfe\xf1\xfc\x1e\xff\xcd\x00'),
5413,29,                -883,390,-15,                5,-28,-285,                -786,-120,244,                bytearray(b'l\xba\x8d\xfc\x86\x01\xf1\xff\x05\x00\xe4\xff\xe3\xfe\xee\xfc\x88\xff\xf4\x00'),
5414,29,                -906,386,-4,                6,-34,-317,                -763,-22,268,                bytearray(b'r\xbav\xfc\x82\x01\xfc\xff\x06\x00\xde\xff\xc3\xfe\x05\xfd\xea\xff\x0c\x01'),
5415,29,                -856,435,1,                -6,-53,-310,                -730,49,282,                bytearray(b'x\xba\xa8\xfc\xb3\x01\x01\x00\xfa\xff\xcb\xff\xca\xfe&\xfd1\x00\x1a\x01'),
5416,29,                -891,432,-24,                -16,-42,-259,                -711,103,298,                bytearray(b'\x7f\xba\x85\xfc\xb0\x01\xe8\xff\xf0\xff\xd6\xff\xfd\xfe9\xfdg\x00*\x01'),
5417,29,                -931,434,-19,                -28,-67,-178,                -681,127,288,                bytearray(b'\x85\xba]\xfc\xb2\x01\xed\xff\xe4\xff\xbd\xffN\xffW\xfd\x7f\x00 \x01'),
5418,29,                -942,342,-17,                -2,-98,-136,                -676,147,291,                bytearray(b'\x8b\xbaR\xfcV\x01\xef\xff\xfe\xff\x9e\xffx\xff\\\xfd\x93\x00#\x01'),
5419,29,                -939,306,7,                0,-127,-142,                -661,171,292,                bytearray(b'\x91\xbaU\xfc2\x01\x07\x00\x00\x00\x81\xffr\xffk\xfd\xab\x00$\x01'),
5420,29,                -923,274,17,                8,-142,-165,                -634,184,289,                bytearray(b'\x98\xbae\xfc\x12\x01\x11\x00\x08\x00r\xff[\xff\x86\xfd\xb8\x00!\x01'),
5421,29,                -951,255,47,                2,-124,-187,                -607,196,297,                bytearray(b'\x9e\xbaI\xfc\xff\x00/\x00\x02\x00\x84\xffE\xff\xa1\xfd\xc4\x00)\x01'),
5422,29,                -945,268,44,                0,-88,-211,                -592,211,298,                bytearray(b'\xa4\xbaO\xfc\x0c\x01,\x00\x00\x00\xa8\xff-\xff\xb0\xfd\xd3\x00*\x01'),
5423,29,                -957,241,50,                11,-84,-213,                -579,223,300,                bytearray(b'\xaa\xbaC\xfc\xf1\x002\x00\x0b\x00\xac\xff+\xff\xbd\xfd\xdf\x00,\x01'),
5424,29,                -950,260,50,                27,-77,-219,                -573,229,304,                bytearray(b'\xb1\xbaJ\xfc\x04\x012\x00\x1b\x00\xb3\xff%\xff\xc3\xfd\xe5\x000\x01'),
5425,29,                -958,240,67,                36,-28,-216,                -547,244,303,                bytearray(b'\xb7\xbaB\xfc\xf0\x00C\x00$\x00\xe4\xff(\xff\xdd\xfd\xf4\x00/\x01'),
5426,29,                -974,209,55,                41,52,-216,                -546,259,313,                bytearray(b'\xbd\xba2\xfc\xd1\x007\x00)\x004\x00(\xff\xde\xfd\x03\x019\x01'),
5427,29,                -959,183,55,                39,92,-213,                -540,267,307,                bytearray(b"\xc3\xbaA\xfc\xb7\x007\x00\'\x00\\\x00+\xff\xe4\xfd\x0b\x013\x01"),
5428,29,                -972,167,39,                25,103,-215,                -511,270,318,                bytearray(b"\xca\xba4\xfc\xa7\x00\'\x00\x19\x00g\x00)\xff\x01\xfe\x0e\x01>\x01"),
5429,29,                -973,139,1,                24,139,-228,                -508,282,330,                bytearray(b'\xd0\xba3\xfc\x8b\x00\x01\x00\x18\x00\x8b\x00\x1c\xff\x04\xfe\x1a\x01J\x01'),
5430,29,                -974,123,-26,                12,124,-223,                -489,286,330,                bytearray(b'\xd6\xba2\xfc{\x00\xe6\xff\x0c\x00|\x00!\xff\x17\xfe\x1e\x01J\x01'),
5431,29,                -978,89,-14,                15,104,-234,                -480,301,333,                bytearray(b'\xdc\xba.\xfcY\x00\xf2\xff\x0f\x00h\x00\x16\xff \xfe-\x01M\x01'),
5432,29,                -987,95,-32,                0,102,-245,                -475,307,340,                bytearray(b'\xe3\xba%\xfc_\x00\xe0\xff\x00\x00f\x00\x0b\xff%\xfe3\x01T\x01'),
5433,29,                -982,71,-50,                -6,67,-240,                -463,303,343,                bytearray(b'\xe9\xba*\xfcG\x00\xce\xff\xfa\xffC\x00\x10\xff1\xfe/\x01W\x01'),
5434,29,                -996,47,-37,                6,72,-250,                -447,321,349,                bytearray(b'\xef\xba\x1c\xfc/\x00\xdb\xff\x06\x00H\x00\x06\xffA\xfeA\x01]\x01'),
5435,29,                -987,32,-63,                0,55,-254,                -432,322,357,                bytearray(b'\xf5\xba%\xfc \x00\xc1\xff\x00\x007\x00\x02\xffP\xfeB\x01e\x01'),
5436,29,                -985,6,-76,                6,42,-258,                -415,330,352,                bytearray(b"\xfc\xba\'\xfc\x06\x00\xb4\xff\x06\x00*\x00\xfe\xfea\xfeJ\x01`\x01"),
5437,29,                -1041,-4,-49,                4,-9,-234,                -403,330,348,                bytearray(b'\x02\xbb\xef\xfb\xfc\xff\xcf\xff\x04\x00\xf7\xff\x16\xffm\xfeJ\x01\\\x01'),
5438,29,                -993,-31,-59,                51,-64,-187,                -400,334,358,                bytearray(b'\x08\xbb\x1f\xfc\xe1\xff\xc5\xff3\x00\xc0\xffE\xffp\xfeN\x01f\x01'),
5439,29,                -990,-50,-48,                60,-68,-156,                -387,334,360,                bytearray(b'\x0e\xbb"\xfc\xce\xff\xd0\xff<\x00\xbc\xffd\xff}\xfeN\x01h\x01'),
5440,29,                -967,-55,1,                46,-2,-105,                -382,348,361,                bytearray(b'\x15\xbb9\xfc\xc9\xff\x01\x00.\x00\xfe\xff\x97\xff\x82\xfe\\\x01i\x01'),
5441,29,                -987,-54,-43,                -11,161,-53,                -381,342,357,                bytearray(b'\x1b\xbb%\xfc\xca\xff\xd5\xff\xf5\xff\xa1\x00\xcb\xff\x83\xfeV\x01e\x01'),
5442,29,                -992,-76,-121,                -29,127,-26,                -378,340,379,                bytearray(b'!\xbb \xfc\xb4\xff\x87\xff\xe3\xff\x7f\x00\xe6\xff\x86\xfeT\x01{\x01'),
5443,29,                -985,-84,-87,                -20,67,-32,                -376,348,373,                bytearray(b"\'\xbb\'\xfc\xac\xff\xa9\xff\xec\xffC\x00\xe0\xff\x88\xfe\\\x01u\x01"),
5444,29,                -985,-81,-98,                -17,50,-30,                -375,346,375,                bytearray(b".\xbb\'\xfc\xaf\xff\x9e\xff\xef\xff2\x00\xe2\xff\x89\xfeZ\x01w\x01"),
5445,29,                -1002,-88,-115,                -20,46,-12,                -379,334,379,                bytearray(b'4\xbb\x16\xfc\xa8\xff\x8d\xff\xec\xff.\x00\xf4\xff\x85\xfeN\x01{\x01'),
5446,29,                -978,-83,-118,                -11,4,-2,                -379,346,382,                bytearray(b':\xbb.\xfc\xad\xff\x8a\xff\xf5\xff\x04\x00\xfe\xff\x85\xfeZ\x01~\x01'),
5447,29,                -983,-81,-108,                -7,-2,-6,                -376,343,391,                bytearray(b'@\xbb)\xfc\xaf\xff\x94\xff\xf9\xff\xfe\xff\xfa\xff\x88\xfeW\x01\x87\x01'),
5477,30,                -973,-92,-167,                -6,-21,0,                -364,355,411,                bytearray(b'\xfc\xbb3\xfc\xa4\xffY\xff\xfa\xff\xeb\xff\x00\x00\x94\xfec\x01\x9b\x01'),
5478,30,                -973,-92,-167,                -5,-21,0,                -373,349,406,                bytearray(b'\x02\xbc3\xfc\xa4\xffY\xff\xfb\xff\xeb\xff\x00\x00\x8b\xfe]\x01\x96\x01'),
5479,30,                -977,-92,-169,                -6,-20,0,                -369,351,408,                bytearray(b'\x08\xbc/\xfc\xa4\xffW\xff\xfa\xff\xec\xff\x00\x00\x8f\xfe_\x01\x98\x01'),
5480,30,                -973,-92,-169,                -6,-21,0,                -369,346,406,                bytearray(b'\x0f\xbc3\xfc\xa4\xffW\xff\xfa\xff\xeb\xff\x00\x00\x8f\xfeZ\x01\x96\x01'),
5481,30,                -974,-92,-170,                -6,-21,0,                -364,345,414,                bytearray(b'\x15\xbc2\xfc\xa4\xffV\xff\xfa\xff\xeb\xff\x00\x00\x94\xfeY\x01\x9e\x01'),
5482,30,                -973,-92,-171,                -5,-23,-1,                -376,348,412,                bytearray(b'\x1b\xbc3\xfc\xa4\xffU\xff\xfb\xff\xe9\xff\xff\xff\x88\xfe\\\x01\x9c\x01'),
5483,30,                -974,-93,-169,                -5,-22,0,                -364,351,412,                bytearray(b'!\xbc2\xfc\xa3\xffW\xff\xfb\xff\xea\xff\x00\x00\x94\xfe_\x01\x9c\x01'),
5484,30,                -973,-92,-171,                -5,-21,0,                -369,348,403,                bytearray(b'(\xbc3\xfc\xa4\xffU\xff\xfb\xff\xeb\xff\x00\x00\x8f\xfe\\\x01\x93\x01'),
5485,30,                -972,-89,-171,                -4,-23,2,                -378,352,399,                bytearray(b'.\xbc4\xfc\xa7\xffU\xff\xfc\xff\xe9\xff\x02\x00\x86\xfe`\x01\x8f\x01'),
5486,30,                -974,-92,-171,                -4,-21,-2,                -379,351,411,                bytearray(b'4\xbc2\xfc\xa4\xffU\xff\xfc\xff\xeb\xff\xfe\xff\x85\xfe_\x01\x9b\x01'),
5487,30,                -973,-93,-170,                -6,-24,0,                -375,345,411,                bytearray(b':\xbc3\xfc\xa3\xffV\xff\xfa\xff\xe8\xff\x00\x00\x89\xfeY\x01\x9b\x01'),
5488,30,                -972,-93,-172,                -5,-21,0,                -360,340,411,                bytearray(b'A\xbc4\xfc\xa3\xffT\xff\xfb\xff\xeb\xff\x00\x00\x98\xfeT\x01\x9b\x01'),
5489,30,                -974,-92,-172,                -5,-21,0,                -372,351,408,                bytearray(b'G\xbc2\xfc\xa4\xffT\xff\xfb\xff\xeb\xff\x00\x00\x8c\xfe_\x01\x98\x01'),
5490,30,                -973,-91,-172,                -5,-23,0,                -369,346,409,                bytearray(b'M\xbc3\xfc\xa5\xffT\xff\xfb\xff\xe9\xff\x00\x00\x8f\xfeZ\x01\x99\x01'),
5491,30,                -972,-91,-171,                -6,-22,0,                -373,339,415,                bytearray(b'S\xbc4\xfc\xa5\xffU\xff\xfa\xff\xea\xff\x00\x00\x8b\xfeS\x01\x9f\x01'),
5492,30,                -974,-93,-174,                -6,-20,0,                -370,343,405,                bytearray(b'Z\xbc2\xfc\xa3\xffR\xff\xfa\xff\xec\xff\x00\x00\x8e\xfeW\x01\x95\x01'),
5493,30,                -973,-91,-173,                -4,-23,2,                -375,345,411,                bytearray(b'`\xbc3\xfc\xa5\xffS\xff\xfc\xff\xe9\xff\x02\x00\x89\xfeY\x01\x9b\x01'),
5494,30,                -974,-94,-173,                -5,-21,0,                -369,336,411,                bytearray(b'f\xbc2\xfc\xa2\xffS\xff\xfb\xff\xeb\xff\x00\x00\x8f\xfeP\x01\x9b\x01'),
5495,30,                -973,-92,-175,                -5,-22,0,                -372,345,411,                bytearray(b'l\xbc3\xfc\xa4\xffQ\xff\xfb\xff\xea\xff\x00\x00\x8c\xfeY\x01\x9b\x01'),
5496,30,                -973,-92,-175,                -4,-23,0,                -370,352,411,                bytearray(b's\xbc3\xfc\xa4\xffQ\xff\xfc\xff\xe9\xff\x00\x00\x8e\xfe`\x01\x9b\x01'),
5497,30,                -974,-92,-175,                -6,-23,0,                -367,345,400,                bytearray(b'y\xbc2\xfc\xa4\xffQ\xff\xfa\xff\xe9\xff\x00\x00\x91\xfeY\x01\x90\x01'),
5498,30,                -973,-92,-175,                -4,-23,0,                -378,340,412,                bytearray(b'\x7f\xbc3\xfc\xa4\xffQ\xff\xfc\xff\xe9\xff\x00\x00\x86\xfeT\x01\x9c\x01'),
5499,30,                -973,-93,-174,                -4,-24,0,                -373,348,409,                bytearray(b'\x85\xbc3\xfc\xa3\xffR\xff\xfc\xff\xe8\xff\x00\x00\x8b\xfe\\\x01\x99\x01'),
5500,30,                -972,-93,-175,                -5,-22,0,                -373,342,408,                bytearray(b'\x8c\xbc4\xfc\xa3\xffQ\xff\xfb\xff\xea\xff\x00\x00\x8b\xfeV\x01\x98\x01'),
5501,30,                -971,-93,-175,                -5,-25,0,                -373,345,411,                bytearray(b'\x92\xbc5\xfc\xa3\xffQ\xff\xfb\xff\xe7\xff\x00\x00\x8b\xfeY\x01\x9b\x01'),
5502,30,                -973,-91,-174,                -5,-23,0,                -361,348,414,                bytearray(b'\x98\xbc3\xfc\xa5\xffR\xff\xfb\xff\xe9\xff\x00\x00\x97\xfe\\\x01\x9e\x01'),
5503,30,                -974,-92,-177,                -4,-24,0,                -364,351,412,                bytearray(b'\x9e\xbc2\xfc\xa4\xffO\xff\xfc\xff\xe8\xff\x00\x00\x94\xfe_\x01\x9c\x01'),
5504,30,                -973,-93,-175,                -4,-22,0,                -367,351,414,                bytearray(b'\xa5\xbc3\xfc\xa3\xffQ\xff\xfc\xff\xea\xff\x00\x00\x91\xfe_\x01\x9e\x01'),
5505,30,                -975,-92,-178,                -4,-23,0,                -376,346,420,                bytearray(b'\xab\xbc1\xfc\xa4\xffN\xff\xfc\xff\xe9\xff\x00\x00\x88\xfeZ\x01\xa4\x01'),
5506,30,                -972,-92,-177,                -4,-22,0,                -370,342,411,                bytearray(b'\xb1\xbc4\xfc\xa4\xffO\xff\xfc\xff\xea\xff\x00\x00\x8e\xfeV\x01\x9b\x01'),
5507,30,                -973,-92,-177,                -4,-24,0,                -369,343,408,                bytearray(b'\xb7\xbc3\xfc\xa4\xffO\xff\xfc\xff\xe8\xff\x00\x00\x8f\xfeW\x01\x98\x01'),
5508,30,                -972,-92,-177,                -4,-24,0,                -372,349,406,                bytearray(b'\xbe\xbc4\xfc\xa4\xffO\xff\xfc\xff\xe8\xff\x00\x00\x8c\xfe]\x01\x96\x01'),
5509,30,                -971,-93,-176,                -4,-23,0,                -369,342,412,                bytearray(b'\xc4\xbc5\xfc\xa3\xffP\xff\xfc\xff\xe9\xff\x00\x00\x8f\xfeV\x01\x9c\x01'),
5510,30,                -973,-91,-177,                -4,-20,0,                -373,346,414,                bytearray(b'\xca\xbc3\xfc\xa5\xffO\xff\xfc\xff\xec\xff\x00\x00\x8b\xfeZ\x01\x9e\x01'),
5511,30,                -974,-92,-178,                -5,-20,0,                -366,339,418,                bytearray(b'\xd0\xbc2\xfc\xa4\xffN\xff\xfb\xff\xec\xff\x00\x00\x92\xfeS\x01\xa2\x01'),
5512,30,                -973,-92,-177,                -5,-21,0,                -369,349,412,                bytearray(b'\xd7\xbc3\xfc\xa4\xffO\xff\xfb\xff\xeb\xff\x00\x00\x8f\xfe]\x01\x9c\x01'),
5513,30,                -974,-93,-179,                -5,-21,0,                -372,342,409,                bytearray(b'\xdd\xbc2\xfc\xa3\xffM\xff\xfb\xff\xeb\xff\x00\x00\x8c\xfeV\x01\x99\x01'),
5514,30,                -973,-92,-180,                -5,-22,0,                -376,348,418,                bytearray(b'\xe3\xbc3\xfc\xa4\xffL\xff\xfb\xff\xea\xff\x00\x00\x88\xfe\\\x01\xa2\x01'),
5515,30,                -973,-93,-179,                -4,-23,0,                -372,351,411,                bytearray(b'\xe9\xbc3\xfc\xa3\xffM\xff\xfc\xff\xe9\xff\x00\x00\x8c\xfe_\x01\x9b\x01'),
5516,30,                -973,-92,-179,                -4,-23,0,                -366,348,420,                bytearray(b'\xf0\xbc3\xfc\xa4\xffM\xff\xfc\xff\xe9\xff\x00\x00\x92\xfe\\\x01\xa4\x01'),
5517,30,                -972,-94,-179,                -5,-23,0,                -370,349,420,                bytearray(b'\xf6\xbc4\xfc\xa2\xffM\xff\xfb\xff\xe9\xff\x00\x00\x8e\xfe]\x01\xa4\x01'),
5518,30,                -973,-92,-181,                -5,-24,0,                -372,348,408,                bytearray(b'\xfc\xbc3\xfc\xa4\xffK\xff\xfb\xff\xe8\xff\x00\x00\x8c\xfe\\\x01\x98\x01'),
5519,30,                -972,-94,-180,                -4,-28,0,                -366,345,421,                bytearray(b'\x02\xbd4\xfc\xa2\xffL\xff\xfc\xff\xe4\xff\x00\x00\x92\xfeY\x01\xa5\x01'),
5520,30,                -971,-93,-181,                -4,-25,0,                -373,352,412,                bytearray(b'\t\xbd5\xfc\xa3\xffK\xff\xfc\xff\xe7\xff\x00\x00\x8b\xfe`\x01\x9c\x01'),
5521,30,                -975,-91,-184,                -2,-32,0,                -370,343,420,                bytearray(b'\x0f\xbd1\xfc\xa5\xffH\xff\xfe\xff\xe0\xff\x00\x00\x8e\xfeW\x01\xa4\x01'),
5522,30,                -993,-91,-216,                2,-67,5,                -367,337,421,                bytearray(b'\x15\xbd\x1f\xfc\xa5\xff(\xff\x02\x00\xbd\xff\x05\x00\x91\xfeQ\x01\xa5\x01'),
5523,30,                -987,-96,-172,                11,-142,30,                -367,343,412,                bytearray(b'\x1b\xbd%\xfc\xa0\xffT\xff\x0b\x00r\xff\x1e\x00\x91\xfeW\x01\x9c\x01'),
5524,30,                -957,-91,-149,                11,-110,23,                -378,345,400,                bytearray(b'"\xbdC\xfc\xa5\xffk\xff\x0b\x00\x92\xff\x17\x00\x86\xfeY\x01\x90\x01'),
5525,30,                -986,-88,-172,                7,-106,30,                -372,343,408,                bytearray(b'(\xbd&\xfc\xa8\xffT\xff\x07\x00\x96\xff\x1e\x00\x8c\xfeW\x01\x98\x01'),
5526,30,                -979,-86,-152,                7,-119,40,                -382,337,406,                bytearray(b'.\xbd-\xfc\xaa\xffh\xff\x07\x00\x89\xff(\x00\x82\xfeQ\x01\x96\x01'),
5527,30,                -978,-72,-122,                3,-110,62,                -379,346,397,                bytearray(b'4\xbd.\xfc\xb8\xff\x86\xff\x03\x00\x92\xff>\x00\x85\xfeZ\x01\x8d\x01'),
5528,30,                -961,-71,-118,                -6,-66,82,                -388,343,391,                bytearray(b';\xbd?\xfc\xb9\xff\x8a\xff\xfa\xff\xbe\xffR\x00|\xfeW\x01\x87\x01'),
5529,30,                -983,-56,-136,                -16,-23,86,                -379,345,390,                bytearray(b'A\xbd)\xfc\xc8\xffx\xff\xf0\xff\xe9\xffV\x00\x85\xfeY\x01\x86\x01'),
5530,30,                -1002,-37,-176,                -14,-43,112,                -390,346,394,                bytearray(b'G\xbd\x16\xfc\xdb\xffP\xff\xf2\xff\xd5\xffp\x00z\xfeZ\x01\x8a\x01'),
5531,30,                -979,-41,-108,                -9,-42,146,                -388,345,387,                bytearray(b'M\xbd-\xfc\xd7\xff\x94\xff\xf7\xff\xd6\xff\x92\x00|\xfeY\x01\x83\x01'),
5532,30,                -995,-18,-130,                -9,-46,187,                -409,333,385,                bytearray(b'T\xbd\x1d\xfc\xee\xff~\xff\xf7\xff\xd2\xff\xbb\x00g\xfeM\x01\x81\x01'),
5533,30,                -974,-5,-119,                -8,-76,206,                -411,331,384,                bytearray(b'Z\xbd2\xfc\xfb\xff\x89\xff\xf8\xff\xb4\xff\xce\x00e\xfeK\x01\x80\x01'),
5534,30,                -986,10,-129,                -22,-60,189,                -418,328,382,                bytearray(b'`\xbd&\xfc\n\x00\x7f\xff\xea\xff\xc4\xff\xbd\x00^\xfeH\x01~\x01'),
5535,30,                -982,29,-135,                -18,-72,179,                -421,316,384,                bytearray(b'f\xbd*\xfc\x1d\x00y\xff\xee\xff\xb8\xff\xb3\x00[\xfe<\x01\x80\x01'),
5536,30,                -972,38,-95,                -19,-56,161,                -433,324,375,                bytearray(b'm\xbd4\xfc&\x00\xa1\xff\xed\xff\xc8\xff\xa1\x00O\xfeD\x01w\x01'),
5537,30,                -976,79,-125,                -28,-62,158,                -442,316,379,                bytearray(b's\xbd0\xfcO\x00\x83\xff\xe4\xff\xc2\xff\x9e\x00F\xfe<\x01{\x01'),
5538,30,                -1006,91,-114,                -21,-42,191,                -459,315,384,                bytearray(b'y\xbd\x12\xfc[\x00\x8e\xff\xeb\xff\xd6\xff\xbf\x005\xfe;\x01\x80\x01'),
5539,30,                -987,111,-96,                -32,-45,227,                -469,309,382,                bytearray(b'\x7f\xbd%\xfco\x00\xa0\xff\xe0\xff\xd3\xff\xe3\x00+\xfe5\x01~\x01'),
5540,30,                -984,113,-101,                -49,-69,258,                -477,306,376,                bytearray(b'\x86\xbd(\xfcq\x00\x9b\xff\xcf\xff\xbb\xff\x02\x01#\xfe2\x01x\x01'),
5541,30,                -968,144,-107,                -58,-77,242,                -490,295,366,                bytearray(b"\x8c\xbd8\xfc\x90\x00\x95\xff\xc6\xff\xb3\xff\xf2\x00\x16\xfe\'\x01n\x01"),
5542,30,                -958,152,-94,                -55,-64,236,                -516,289,367,                bytearray(b'\x92\xbdB\xfc\x98\x00\xa2\xff\xc9\xff\xc0\xff\xec\x00\xfc\xfd!\x01o\x01'),
5543,30,                -965,181,-88,                -48,-33,224,                -528,273,352,                bytearray(b'\x98\xbd;\xfc\xb5\x00\xa8\xff\xd0\xff\xdf\xff\xe0\x00\xf0\xfd\x11\x01`\x01'),
5544,30,                -959,200,-94,                -42,-61,232,                -538,273,351,                bytearray(b'\x9f\xbdA\xfc\xc8\x00\xa2\xff\xd6\xff\xc3\xff\xe8\x00\xe6\xfd\x11\x01_\x01'),
5545,30,                -950,225,-96,                -40,-54,235,                -567,259,346,                bytearray(b'\xa5\xbdJ\xfc\xe1\x00\xa0\xff\xd8\xff\xca\xff\xeb\x00\xc9\xfd\x03\x01Z\x01'),
5546,30,                -950,242,-87,                -42,-20,238,                -585,237,342,                bytearray(b'\xab\xbdJ\xfc\xf2\x00\xa9\xff\xd6\xff\xec\xff\xee\x00\xb7\xfd\xed\x00V\x01'),
5547,30,                -940,249,-69,                -47,-21,240,                -598,234,337,                bytearray(b'\xb1\xbdT\xfc\xf9\x00\xbb\xff\xd1\xff\xeb\xff\xf0\x00\xaa\xfd\xea\x00Q\x01'),
5548,30,                -925,290,-94,                -47,-37,238,                -627,214,330,                bytearray(b'\xb8\xbdc\xfc"\x01\xa2\xff\xd1\xff\xdb\xff\xee\x00\x8d\xfd\xd6\x00J\x01'),
5549,30,                -956,287,-95,                -42,-11,237,                -657,196,316,                bytearray(b'\xbe\xbdD\xfc\x1f\x01\xa1\xff\xd6\xff\xf5\xff\xed\x00o\xfd\xc4\x00<\x01'),
5550,30,                -936,319,-85,                -40,-36,228,                -675,168,306,                bytearray(b'\xc4\xbdX\xfc?\x01\xab\xff\xd8\xff\xdc\xff\xe4\x00]\xfd\xa8\x002\x01'),
5551,30,                -936,333,-92,                -39,-37,240,                -708,141,300,                bytearray(b'\xca\xbdX\xfcM\x01\xa4\xff\xd9\xff\xdb\xff\xf0\x00<\xfd\x8d\x00,\x01'),
5552,30,                -945,354,-91,                -32,-61,232,                -727,97,280,                bytearray(b'\xd1\xbdO\xfcb\x01\xa5\xff\xe0\xff\xc3\xff\xe8\x00)\xfda\x00\x18\x01'),
5553,30,                -896,358,-68,                -18,-84,240,                -751,49,255,                bytearray(b'\xd7\xbd\x80\xfcf\x01\xbc\xff\xee\xff\xac\xff\xf0\x00\x11\xfd1\x00\xff\x00'),
5554,30,                -916,384,-66,                -19,-58,226,                -775,0,226,                bytearray(b'\xdd\xbdl\xfc\x80\x01\xbe\xff\xed\xff\xc6\xff\xe2\x00\xf9\xfc\x00\x00\xe2\x00'),
5555,30,                -882,428,-75,                -18,-69,231,                -789,-82,208,                bytearray(b'\xe3\xbd\x8e\xfc\xac\x01\xb5\xff\xee\xff\xbb\xff\xe7\x00\xeb\xfc\xae\xff\xd0\x00'),
5556,30,                -904,457,-75,                -29,-39,239,                -799,-163,156,                bytearray(b'\xea\xbdx\xfc\xc9\x01\xb5\xff\xe3\xff\xd9\xff\xef\x00\xe1\xfc]\xff\x9c\x00'),
5557,30,                -855,465,-61,                -27,-55,263,                -798,-288,91,                bytearray(b'\xf0\xbd\xa9\xfc\xd1\x01\xc3\xff\xe5\xff\xc9\xff\x07\x01\xe2\xfc\xe0\xfe[\x00'),
5558,30,                -889,452,-68,                -22,-46,259,                -744,-420,25,                bytearray(b'\xf6\xbd\x87\xfc\xc4\x01\xbc\xff\xea\xff\xd2\xff\x03\x01\x18\xfd\\\xfe\x19\x00'),
5559,30,                -864,458,-66,                -5,-90,247,                -670,-537,-48,                bytearray(b'\xfc\xbd\xa0\xfc\xca\x01\xbe\xff\xfb\xff\xa6\xff\xf7\x00b\xfd\xe7\xfd\xd0\xff'),
5560,30,                -841,472,-54,                0,-84,246,                -514,-640,-129,                bytearray(b'\x03\xbe\xb7\xfc\xd8\x01\xca\xff\x00\x00\xac\xff\xf6\x00\xfe\xfd\x80\xfd\x7f\xff'),
5561,30,                -861,495,-38,                -4,-72,225,                -340,-685,-189,                bytearray(b'\t\xbe\xa3\xfc\xef\x01\xda\xff\xfc\xff\xb8\xff\xe1\x00\xac\xfeS\xfdC\xff'),
5562,30,                -853,463,-77,                4,-74,212,                -159,-681,-207,                bytearray(b'\x0f\xbe\xab\xfc\xcf\x01\xb3\xff\x04\x00\xb6\xff\xd4\x00a\xffW\xfd1\xff'),
5563,30,                -858,490,-37,                13,-74,167,                -19,-598,-223,                bytearray(b'\x15\xbe\xa6\xfc\xea\x01\xdb\xff\r\x00\xb6\xff\xa7\x00\xed\xff\xaa\xfd!\xff'),
5564,30,                -855,524,-32,                -2,-63,117,                64,-511,-205,                bytearray(b'\x1c\xbe\xa9\xfc\x0c\x02\xe0\xff\xfe\xff\xc1\xffu\x00@\x00\x01\xfe3\xff'),
5565,30,                -801,547,-43,                -34,-70,119,                124,-420,-178,                bytearray(b'"\xbe\xdf\xfc#\x02\xd5\xff\xde\xff\xba\xffw\x00|\x00\\\xfeN\xff'),
5566,30,                -834,559,-48,                -67,-81,121,                163,-319,-148,                bytearray(b'(\xbe\xbe\xfc/\x02\xd0\xff\xbd\xff\xaf\xffy\x00\xa3\x00\xc1\xfel\xff'),
5567,30,                -833,499,-29,                -70,-123,110,                163,-231,-114,                bytearray(b'.\xbe\xbf\xfc\xf3\x01\xe3\xff\xba\xff\x85\xffn\x00\xa3\x00\x19\xff\x8e\xff'),
5568,30,                -835,496,-32,                -103,-119,42,                148,-178,-84,                bytearray(b'5\xbe\xbd\xfc\xf0\x01\xe0\xff\x99\xff\x89\xff*\x00\x94\x00N\xff\xac\xff'),
5569,30,                -833,515,30,                -92,-65,-4,                142,-175,-72,                bytearray(b';\xbe\xbf\xfc\x03\x02\x1e\x00\xa4\xff\xbf\xff\xfc\xff\x8e\x00Q\xff\xb8\xff'),
5570,30,                -790,571,-4,                -72,-119,-14,                130,-205,-91,                bytearray(b'A\xbe\xea\xfc;\x02\xfc\xff\xb8\xff\x89\xff\xf2\xff\x82\x003\xff\xa5\xff'),
5571,30,                -780,615,26,                -72,-49,-12,                135,-250,-115,                bytearray(b'G\xbe\xf4\xfcg\x02\x1a\x00\xb8\xff\xcf\xff\xf4\xff\x87\x00\x06\xff\x8d\xff'),
5572,30,                -792,592,44,                -29,-29,-12,                123,-253,-126,                bytearray(b'N\xbe\xe8\xfcP\x02,\x00\xe3\xff\xe3\xff\xf4\xff{\x00\x03\xff\x82\xff'),
5573,30,                -786,577,29,                0,-45,-14,                121,-286,-136,                bytearray(b'T\xbe\xee\xfcA\x02\x1d\x00\x00\x00\xd3\xff\xf2\xffy\x00\xe2\xfex\xff'),
5574,30,                -812,548,21,                13,-19,-23,                112,-301,-132,                bytearray(b'Z\xbe\xd4\xfc$\x02\x15\x00\r\x00\xed\xff\xe9\xffp\x00\xd3\xfe|\xff'),
5575,30,                -813,554,16,                21,-16,-32,                115,-333,-154,                bytearray(b'`\xbe\xd3\xfc*\x02\x10\x00\x15\x00\xf0\xff\xe0\xffs\x00\xb3\xfef\xff'),
