cnt,exercise,ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
7302,38,                -971,-88,-181,                -7,-17,0,                -370,345,415,                bytearray(b'\x8a\xe85\xfc\xa8\xffK\xff\xf9\xff\xef\xff\x00\x00\x8e\xfeY\x01\x9f\x01'),
7303,38,                -971,-88,-183,                -5,-17,0,                -364,351,415,                bytearray(b'\x90\xe85\xfc\xa8\xffI\xff\xfb\xff\xef\xff\x00\x00\x94\xfe_\x01\x9f\x01'),
7304,38,                -972,-88,-185,                -5,-20,0,                -369,355,408,                bytearray(b'\x97\xe84\xfc\xa8\xffG\xff\xfb\xff\xec\xff\x00\x00\x8f\xfec\x01\x98\x01'),
7305,38,                -972,-88,-184,                -5,-23,0,                -367,346,406,                bytearray(b'\x9d\xe84\xfc\xa8\xffH\xff\xfb\xff\xe9\xff\x00\x00\x91\xfeZ\x01\x96\x01'),
7306,38,                -970,-89,-182,                -5,-23,0,                -361,346,411,                bytearray(b'\xa3\xe86\xfc\xa7\xffJ\xff\xfb\xff\xe9\xff\x00\x00\x97\xfeZ\x01\x9b\x01'),
7307,38,                -970,-88,-185,                -5,-22,-1,                -373,352,415,                bytearray(b'\xa9\xe86\xfc\xa8\xffG\xff\xfb\xff\xea\xff\xff\xff\x8b\xfe`\x01\x9f\x01'),
7308,38,                -970,-89,-183,                -5,-17,-1,                -375,352,414,                bytearray(b'\xb0\xe86\xfc\xa7\xffI\xff\xfb\xff\xef\xff\xff\xff\x89\xfe`\x01\x9e\x01'),
7309,38,                -971,-88,-185,                -5,-18,0,                -366,343,417,                bytearray(b'\xb6\xe85\xfc\xa8\xffG\xff\xfb\xff\xee\xff\x00\x00\x92\xfeW\x01\xa1\x01'),
7310,38,                -972,-87,-186,                -5,-20,0,                -370,349,406,                bytearray(b'\xbc\xe84\xfc\xa9\xffF\xff\xfb\xff\xec\xff\x00\x00\x8e\xfe]\x01\x96\x01'),
7311,38,                -972,-89,-186,                -5,-16,0,                -370,349,408,                bytearray(b'\xc2\xe84\xfc\xa7\xffF\xff\xfb\xff\xf0\xff\x00\x00\x8e\xfe]\x01\x98\x01'),
7312,38,                -970,-89,-188,                -6,-20,-1,                -369,346,420,                bytearray(b'\xc9\xe86\xfc\xa7\xffD\xff\xfa\xff\xec\xff\xff\xff\x8f\xfeZ\x01\xa4\x01'),
7313,38,                -971,-90,-186,                -5,-21,0,                -364,351,412,                bytearray(b'\xcf\xe85\xfc\xa6\xffF\xff\xfb\xff\xeb\xff\x00\x00\x94\xfe_\x01\x9c\x01'),
7314,38,                -971,-89,-189,                -4,-23,0,                -369,343,420,                bytearray(b'\xd5\xe85\xfc\xa7\xffC\xff\xfc\xff\xe9\xff\x00\x00\x8f\xfeW\x01\xa4\x01'),
7315,38,                -969,-87,-188,                -5,-22,0,                -366,349,414,                bytearray(b'\xdb\xe87\xfc\xa9\xffD\xff\xfb\xff\xea\xff\x00\x00\x92\xfe]\x01\x9e\x01'),
7316,38,                -972,-87,-187,                -4,-23,0,                -370,348,415,                bytearray(b'\xe2\xe84\xfc\xa9\xffE\xff\xfc\xff\xe9\xff\x00\x00\x8e\xfe\\\x01\x9f\x01'),
7394,39,                -966,-90,-206,                -4,-27,0,                -369,349,430,                bytearray(b'\xc9\xea:\xfc\xa6\xff2\xff\xfc\xff\xe5\xff\x00\x00\x8f\xfe]\x01\xae\x01'),
7395,39,                -967,-91,-208,                -4,-23,0,                -370,351,430,                bytearray(b'\xcf\xea9\xfc\xa5\xff0\xff\xfc\xff\xe9\xff\x00\x00\x8e\xfe_\x01\xae\x01'),
7396,39,                -967,-89,-209,                -4,-26,0,                -363,349,423,                bytearray(b'\xd6\xea9\xfc\xa7\xff/\xff\xfc\xff\xe6\xff\x00\x00\x95\xfe]\x01\xa7\x01'),
7397,39,                -966,-91,-206,                -4,-30,0,                -369,345,427,                bytearray(b'\xdc\xea:\xfc\xa5\xff2\xff\xfc\xff\xe2\xff\x00\x00\x8f\xfeY\x01\xab\x01'),
7398,39,                -965,-90,-203,                -5,-23,0,                -369,351,418,                bytearray(b'\xe2\xea;\xfc\xa6\xff5\xff\xfb\xff\xe9\xff\x00\x00\x8f\xfe_\x01\xa2\x01'),
7399,39,                -967,-91,-210,                -4,-28,0,                -373,357,420,                bytearray(b'\xe8\xea9\xfc\xa5\xff.\xff\xfc\xff\xe4\xff\x00\x00\x8b\xfee\x01\xa4\x01'),
7400,39,                -966,-89,-207,                -4,-25,0,                -367,352,421,                bytearray(b'\xef\xea:\xfc\xa7\xff1\xff\xfc\xff\xe7\xff\x00\x00\x91\xfe`\x01\xa5\x01'),
7401,39,                -967,-91,-207,                -4,-25,0,                -372,352,421,                bytearray(b'\xf5\xea9\xfc\xa5\xff1\xff\xfc\xff\xe7\xff\x00\x00\x8c\xfe`\x01\xa5\x01'),
7402,39,                -966,-90,-207,                -4,-25,0,                -363,340,427,                bytearray(b'\xfb\xea:\xfc\xa6\xff1\xff\xfc\xff\xe7\xff\x00\x00\x95\xfeT\x01\xab\x01'),
7403,39,                -968,-89,-206,                -4,-25,0,                -370,352,426,                bytearray(b'\x01\xeb8\xfc\xa7\xff2\xff\xfc\xff\xe7\xff\x00\x00\x8e\xfe`\x01\xaa\x01'),
7404,39,                -967,-90,-207,                -4,-25,0,                -375,351,420,                bytearray(b'\x08\xeb9\xfc\xa6\xff1\xff\xfc\xff\xe7\xff\x00\x00\x89\xfe_\x01\xa4\x01'),
7405,39,                -967,-89,-207,                -4,-25,0,                -369,351,423,                bytearray(b'\x0e\xeb9\xfc\xa7\xff1\xff\xfc\xff\xe7\xff\x00\x00\x8f\xfe_\x01\xa7\x01'),
7406,39,                -966,-90,-206,                -4,-25,0,                -372,349,423,                bytearray(b'\x14\xeb:\xfc\xa6\xff2\xff\xfc\xff\xe7\xff\x00\x00\x8c\xfe]\x01\xa7\x01'),
7407,39,                -967,-89,-208,                -4,-24,0,                -366,354,420,                bytearray(b'\x1a\xeb9\xfc\xa7\xff0\xff\xfc\xff\xe8\xff\x00\x00\x92\xfeb\x01\xa4\x01'),
7408,39,                -967,-89,-207,                -4,-26,0,                -372,346,418,                bytearray(b'!\xeb9\xfc\xa7\xff1\xff\xfc\xff\xe6\xff\x00\x00\x8c\xfeZ\x01\xa2\x01'),
7409,39,                -966,-89,-206,                -3,-28,0,                -369,354,418,                bytearray(b"\'\xeb:\xfc\xa7\xff2\xff\xfd\xff\xe4\xff\x00\x00\x8f\xfeb\x01\xa2\x01"),
7410,39,                -967,-90,-208,                -4,-26,0,                -373,357,424,                bytearray(b'-\xeb9\xfc\xa6\xff0\xff\xfc\xff\xe6\xff\x00\x00\x8b\xfee\x01\xa8\x01'),
7411,39,                -968,-90,-208,                -4,-31,0,                -369,348,420,                bytearray(b'3\xeb8\xfc\xa6\xff0\xff\xfc\xff\xe1\xff\x00\x00\x8f\xfe\\\x01\xa4\x01'),
7412,39,                -965,-89,-203,                -4,-32,0,                -376,342,418,                bytearray(b':\xeb;\xfc\xa7\xff5\xff\xfc\xff\xe0\xff\x00\x00\x88\xfeV\x01\xa2\x01'),
7413,39,                -966,-91,-204,                -4,-26,0,                -367,345,421,                bytearray(b'@\xeb:\xfc\xa5\xff4\xff\xfc\xff\xe6\xff\x00\x00\x91\xfeY\x01\xa5\x01'),
7414,39,                -970,-91,-212,                -2,-30,0,                -367,342,424,                bytearray(b'F\xeb6\xfc\xa5\xff,\xff\xfe\xff\xe2\xff\x00\x00\x91\xfeV\x01\xa8\x01'),
7415,39,                -965,-90,-200,                0,-43,3,                -373,357,427,                bytearray(b'L\xeb;\xfc\xa6\xff8\xff\x00\x00\xd5\xff\x03\x00\x8b\xfee\x01\xab\x01'),
7416,39,                -967,-90,-204,                -4,-25,0,                -373,345,423,                bytearray(b'S\xeb9\xfc\xa6\xff4\xff\xfc\xff\xe7\xff\x00\x00\x8b\xfeY\x01\xa7\x01'),
7417,39,                -984,-88,-230,                0,-50,2,                -364,349,421,                bytearray(b'Y\xeb(\xfc\xa8\xff\x1a\xff\x00\x00\xce\xff\x02\x00\x94\xfe]\x01\xa5\x01'),
7418,39,                -969,-92,-194,                6,-100,14,                -364,351,421,                bytearray(b'_\xeb7\xfc\xa4\xff>\xff\x06\x00\x9c\xff\x0e\x00\x94\xfe_\x01\xa5\x01'),
7419,39,                -971,-90,-196,                5,-78,14,                -366,357,418,                bytearray(b'e\xeb5\xfc\xa6\xff<\xff\x05\x00\xb2\xff\x0e\x00\x92\xfee\x01\xa2\x01'),
7420,39,                -989,-90,-211,                7,-105,28,                -367,342,415,                bytearray(b'l\xeb#\xfc\xa6\xff-\xff\x07\x00\x97\xff\x1c\x00\x91\xfeV\x01\x9f\x01'),
7421,39,                -971,-87,-167,                10,-126,36,                -379,345,405,                bytearray(b'r\xeb5\xfc\xa9\xffY\xff\n\x00\x82\xff$\x00\x85\xfeY\x01\x95\x01'),
7422,39,                -961,-77,-152,                7,-94,35,                -375,345,400,                bytearray(b'x\xeb?\xfc\xb3\xffh\xff\x07\x00\xa2\xff#\x00\x89\xfeY\x01\x90\x01'),
7423,39,                -972,-76,-161,                -6,-37,38,                -378,343,409,                bytearray(b'~\xeb4\xfc\xb4\xff_\xff\xfa\xff\xdb\xff&\x00\x86\xfeW\x01\x99\x01'),
7424,39,                -967,-77,-160,                -6,-32,30,                -376,343,411,                bytearray(b'\x85\xeb9\xfc\xb3\xff`\xff\xfa\xff\xe0\xff\x1e\x00\x88\xfeW\x01\x9b\x01'),
7425,39,                -972,-71,-160,                -6,-21,19,                -381,352,411,                bytearray(b'\x8b\xeb4\xfc\xb9\xff`\xff\xfa\xff\xeb\xff\x13\x00\x83\xfe`\x01\x9b\x01'),
7426,39,                -980,-68,-175,                -8,-21,21,                -384,351,408,                bytearray(b'\x91\xeb,\xfc\xbc\xffQ\xff\xf8\xff\xeb\xff\x15\x00\x80\xfe_\x01\x98\x01'),
7427,39,                -991,-64,-180,                -11,-34,46,                -378,342,403,                bytearray(b'\x97\xeb!\xfc\xc0\xffL\xff\xf5\xff\xde\xff.\x00\x86\xfeV\x01\x93\x01'),
7428,39,                -976,-53,-162,                -14,-33,84,                -384,346,406,                bytearray(b'\x9e\xeb0\xfc\xcb\xff^\xff\xf2\xff\xdf\xffT\x00\x80\xfeZ\x01\x96\x01'),
7429,39,                -978,-38,-171,                -18,-7,106,                -385,345,408,                bytearray(b'\xa4\xeb.\xfc\xda\xffU\xff\xee\xff\xf9\xffj\x00\x7f\xfeY\x01\x98\x01'),
7430,39,                -982,-30,-171,                -17,-2,135,                -390,333,402,                bytearray(b'\xaa\xeb*\xfc\xe2\xffU\xff\xef\xff\xfe\xff\x87\x00z\xfeM\x01\x92\x01'),
7431,39,                -990,-21,-175,                -16,-18,158,                -406,342,403,                bytearray(b'\xb0\xeb"\xfc\xeb\xffQ\xff\xf0\xff\xee\xff\x9e\x00j\xfeV\x01\x93\x01'),
7432,39,                -989,4,-182,                -22,-39,191,                -409,336,408,                bytearray(b'\xb7\xeb#\xfc\x04\x00J\xff\xea\xff\xd9\xff\xbf\x00g\xfeP\x01\x98\x01'),
7433,39,                -991,17,-172,                -12,-72,213,                -418,325,402,                bytearray(b'\xbd\xeb!\xfc\x11\x00T\xff\xf4\xff\xb8\xff\xd5\x00^\xfeE\x01\x92\x01'),
7434,39,                -968,40,-166,                -21,-61,205,                -430,324,408,                bytearray(b'\xc3\xeb8\xfc(\x00Z\xff\xeb\xff\xc3\xff\xcd\x00R\xfeD\x01\x98\x01'),
7435,39,                -981,63,-160,                -28,-37,199,                -438,322,399,                bytearray(b'\xc9\xeb+\xfc?\x00`\xff\xe4\xff\xdb\xff\xc7\x00J\xfeB\x01\x8f\x01'),
7436,39,                -984,84,-154,                -34,-12,214,                -439,318,396,                bytearray(b'\xd0\xeb(\xfcT\x00f\xff\xde\xff\xf4\xff\xd6\x00I\xfe>\x01\x8c\x01'),
7437,39,                -965,105,-152,                -48,11,230,                -457,310,399,                bytearray(b'\xd6\xeb;\xfci\x00h\xff\xd0\xff\x0b\x00\xe6\x007\xfe6\x01\x8f\x01'),
7438,39,                -995,106,-171,                -64,8,241,                -474,303,399,                bytearray(b'\xdc\xeb\x1d\xfcj\x00U\xff\xc0\xff\x08\x00\xf1\x00&\xfe/\x01\x8f\x01'),
7439,39,                -963,121,-165,                -70,-16,234,                -492,298,390,                bytearray(b'\xe2\xeb=\xfcy\x00[\xff\xba\xff\xf0\xff\xea\x00\x14\xfe*\x01\x86\x01'),
7440,39,                -955,126,-173,                -74,-36,213,                -513,288,396,                bytearray(b'\xe9\xebE\xfc~\x00S\xff\xb6\xff\xdc\xff\xd5\x00\xff\xfd \x01\x8c\x01'),
7441,39,                -954,142,-166,                -65,-37,179,                -519,285,387,                bytearray(b'\xef\xebF\xfc\x8e\x00Z\xff\xbf\xff\xdb\xff\xb3\x00\xf9\xfd\x1d\x01\x83\x01'),
7442,39,                -955,157,-182,                -59,-48,162,                -528,285,388,                bytearray(b'\xf5\xebE\xfc\x9d\x00J\xff\xc5\xff\xd0\xff\xa2\x00\xf0\xfd\x1d\x01\x84\x01'),
7443,39,                -957,179,-152,                -46,-23,140,                -546,271,376,                bytearray(b'\xfb\xebC\xfc\xb3\x00h\xff\xd2\xff\xe9\xff\x8c\x00\xde\xfd\x0f\x01x\x01'),
7444,39,                -942,205,-147,                -38,-2,133,                -561,270,378,                bytearray(b'\x02\xecR\xfc\xcd\x00m\xff\xda\xff\xfe\xff\x85\x00\xcf\xfd\x0e\x01z\x01'),
7445,39,                -945,230,-162,                -48,23,137,                -568,270,379,                bytearray(b'\x08\xecO\xfc\xe6\x00^\xff\xd0\xff\x17\x00\x89\x00\xc8\xfd\x0e\x01{\x01'),
7446,39,                -948,247,-186,                -49,21,155,                -582,262,370,                bytearray(b'\x0e\xecL\xfc\xf7\x00F\xff\xcf\xff\x15\x00\x9b\x00\xba\xfd\x06\x01r\x01'),
7447,39,                -957,269,-174,                -54,37,168,                -600,250,367,                bytearray(b'\x14\xecC\xfc\r\x01R\xff\xca\xff%\x00\xa8\x00\xa8\xfd\xfa\x00o\x01'),
7448,39,                -928,279,-178,                -58,-4,193,                -615,238,367,                bytearray(b'\x1b\xec`\xfc\x17\x01N\xff\xc6\xff\xfc\xff\xc1\x00\x99\xfd\xee\x00o\x01'),
7449,39,                -938,296,-183,                -67,14,201,                -643,225,361,                bytearray(b'!\xecV\xfc(\x01I\xff\xbd\xff\x0e\x00\xc9\x00}\xfd\xe1\x00i\x01'),
7450,39,                -926,304,-194,                -70,-15,217,                -664,213,351,                bytearray(b"\'\xecb\xfc0\x01>\xff\xba\xff\xf1\xff\xd9\x00h\xfd\xd5\x00_\x01"),
7451,39,                -931,323,-172,                -60,-30,224,                -699,187,337,                bytearray(b'-\xec]\xfcC\x01T\xff\xc4\xff\xe2\xff\xe0\x00E\xfd\xbb\x00Q\x01'),
7452,39,                -921,325,-171,                -56,-38,215,                -717,165,307,                bytearray(b'4\xecg\xfcE\x01U\xff\xc8\xff\xda\xff\xd7\x003\xfd\xa5\x003\x01'),
7453,39,                -909,330,-175,                -57,-16,205,                -756,114,294,                bytearray(b':\xecs\xfcJ\x01Q\xff\xc7\xff\xf0\xff\xcd\x00\x0c\xfdr\x00&\x01'),
7454,39,                -912,345,-167,                -46,-32,193,                -786,73,264,                bytearray(b'@\xecp\xfcY\x01Y\xff\xd2\xff\xe0\xff\xc1\x00\xee\xfcI\x00\x08\x01'),
7455,39,                -920,358,-179,                -31,-59,188,                -816,28,232,                bytearray(b'F\xech\xfcf\x01M\xff\xe1\xff\xc5\xff\xbc\x00\xd0\xfc\x1c\x00\xe8\x00'),
7456,39,                -900,402,-164,                -15,-86,184,                -834,-28,198,                bytearray(b'M\xec|\xfc\x92\x01\\\xff\xf1\xff\xaa\xff\xb8\x00\xbe\xfc\xe4\xff\xc6\x00'),
7457,39,                -863,457,-163,                -16,-104,203,                -858,-84,153,                bytearray(b'S\xec\xa1\xfc\xc9\x01]\xff\xf0\xff\x98\xff\xcb\x00\xa6\xfc\xac\xff\x99\x00'),
7458,39,                -873,463,-154,                -20,-85,224,                -867,-174,88,                bytearray(b'Y\xec\x97\xfc\xcf\x01f\xff\xec\xff\xab\xff\xe0\x00\x9d\xfcR\xffX\x00'),
7459,39,                -869,479,-138,                -25,-90,236,                -868,-282,10,                bytearray(b'_\xec\x9b\xfc\xdf\x01v\xff\xe7\xff\xa6\xff\xec\x00\x9c\xfc\xe6\xfe\n\x00'),
7460,39,                -866,475,-149,                -41,-88,251,                -817,-426,-96,                bytearray(b'f\xec\x9e\xfc\xdb\x01k\xff\xd7\xff\xa8\xff\xfb\x00\xcf\xfcV\xfe\xa0\xff'),
7461,39,                -847,470,-147,                -35,-97,258,                -709,-589,-226,                bytearray(b'l\xec\xb1\xfc\xd6\x01m\xff\xdd\xff\x9f\xff\x02\x01;\xfd\xb3\xfd\x1e\xff'),
7462,39,                -850,459,-148,                -19,-114,248,                -547,-694,-322,                bytearray(b'r\xec\xae\xfc\xcb\x01l\xff\xed\xff\x8e\xff\xf8\x00\xdd\xfdJ\xfd\xbe\xfe'),
7463,39,                -848,477,-123,                -11,-133,221,                -345,-720,-393,                bytearray(b'x\xec\xb0\xfc\xdd\x01\x85\xff\xf5\xff{\xff\xdd\x00\xa7\xfe0\xfdw\xfe'),
7464,39,                -884,485,-95,                -24,-93,202,                -145,-691,-429,                bytearray(b'\x7f\xec\x8c\xfc\xe5\x01\xa1\xff\xe8\xff\xa3\xff\xca\x00o\xffM\xfdS\xfe'),
7465,39,                -836,507,-105,                -25,-69,152,                22,-624,-432,                bytearray(b'\x85\xec\xbc\xfc\xfb\x01\x97\xff\xe7\xff\xbb\xff\x98\x00\x16\x00\x90\xfdP\xfe'),
7466,39,                -827,521,-101,                -43,-64,130,                138,-529,-393,                bytearray(b'\x8b\xec\xc5\xfc\t\x02\x9b\xff\xd5\xff\xc0\xff\x82\x00\x8a\x00\xef\xfdw\xfe'),
7467,39,                -852,519,-93,                -59,-55,100,                211,-424,-361,                bytearray(b'\x91\xec\xac\xfc\x07\x02\xa3\xff\xc5\xff\xc9\xffd\x00\xd3\x00X\xfe\x97\xfe'),
7468,39,                -809,538,-127,                -49,-84,79,                247,-330,-315,                bytearray(b'\x98\xec\xd7\xfc\x1a\x02\x81\xff\xcf\xff\xac\xffO\x00\xf7\x00\xb6\xfe\xc5\xfe'),
7469,39,                -802,574,-78,                -76,-35,67,                262,-253,-268,                bytearray(b'\x9e\xec\xde\xfc>\x02\xb2\xff\xb4\xff\xdd\xffC\x00\x06\x01\x03\xff\xf4\xfe'),
7470,39,                -818,575,-83,                -67,-68,64,                250,-175,-232,                bytearray(b'\xa4\xec\xce\xfc?\x02\xad\xff\xbd\xff\xbc\xff@\x00\xfa\x00Q\xff\x18\xff'),
7471,39,                -785,595,-73,                -64,-91,81,                234,-96,-178,                bytearray(b'\xaa\xec\xef\xfcS\x02\xb7\xff\xc0\xff\xa5\xffQ\x00\xea\x00\xa0\xffN\xff'),
7472,39,                -793,592,-75,                -60,-119,86,                213,-27,-126,                bytearray(b'\xb1\xec\xe7\xfcP\x02\xb5\xff\xc4\xff\x89\xffV\x00\xd5\x00\xe5\xff\x82\xff'),
7473,39,                -761,619,-60,                -56,-100,83,                159,43,-72,                bytearray(b'\xb7\xec\x07\xfdk\x02\xc4\xff\xc8\xff\x9c\xffS\x00\x9f\x00+\x00\xb8\xff'),
7474,39,                -735,647,-40,                -66,-93,105,                97,123,-12,                bytearray(b'\xbd\xec!\xfd\x87\x02\xd8\xff\xbe\xff\xa3\xffi\x00a\x00{\x00\xf4\xff'),
7475,39,                -779,614,-49,                -49,-109,125,                33,186,37,                bytearray(b'\xc3\xec\xf5\xfcf\x02\xcf\xff\xcf\xff\x93\xff}\x00!\x00\xba\x00%\x00'),
7476,39,                -773,621,-11,                -59,-75,119,                -45,234,103,                bytearray(b'\xca\xec\xfb\xfcm\x02\xf5\xff\xc5\xff\xb5\xffw\x00\xd3\xff\xea\x00g\x00'),
7477,39,                -766,586,-35,                -46,-84,126,                -121,282,136,                bytearray(b'\xd0\xec\x02\xfdJ\x02\xdd\xff\xd2\xff\xac\xff~\x00\x87\xff\x1a\x01\x88\x00'),
7478,39,                -778,587,-12,                -38,-41,97,                -180,297,180,                bytearray(b'\xd6\xec\xf6\xfcK\x02\xf4\xff\xda\xff\xd7\xffa\x00L\xff)\x01\xb4\x00'),
7479,39,                -790,583,-20,                -39,-72,67,                -234,316,201,                bytearray(b'\xdc\xec\xea\xfcG\x02\xec\xff\xd9\xff\xb8\xffC\x00\x16\xff<\x01\xc9\x00'),
7480,39,                -811,582,-21,                -42,-58,35,                -249,315,216,                bytearray(b'\xe3\xec\xd5\xfcF\x02\xeb\xff\xd6\xff\xc6\xff#\x00\x07\xff;\x01\xd8\x00'),
7481,39,                -792,571,-18,                -23,-67,7,                -253,313,219,                bytearray(b'\xe9\xec\xe8\xfc;\x02\xee\xff\xe9\xff\xbd\xff\x07\x00\x03\xff9\x01\xdb\x00'),
7482,39,                -750,631,-21,                -10,-149,-11,                -237,306,210,                bytearray(b'\xef\xec\x12\xfdw\x02\xeb\xff\xf6\xffk\xff\xf5\xff\x13\xff2\x01\xd2\x00'),
7483,39,                -752,645,30,                -16,-81,-10,                -226,297,196,                bytearray(b'\xf5\xec\x10\xfd\x85\x02\x1e\x00\xf0\xff\xaf\xff\xf6\xff\x1e\xff)\x01\xc4\x00'),
7484,39,                -741,649,15,                4,-82,-10,                -204,289,178,                bytearray(b'\xfc\xec\x1b\xfd\x89\x02\x0f\x00\x04\x00\xae\xff\xf6\xff4\xff!\x01\xb2\x00'),
7485,39,                -738,642,2,                16,-65,-15,                -175,285,163,                bytearray(b'\x02\xed\x1e\xfd\x82\x02\x02\x00\x10\x00\xbf\xff\xf1\xffQ\xff\x1d\x01\xa3\x00'),
7486,39,                -737,656,26,                12,-63,-9,                -157,286,154,                bytearray(b'\x08\xed\x1f\xfd\x90\x02\x1a\x00\x0c\x00\xc1\xff\xf7\xffc\xff\x1e\x01\x9a\x00'),
7487,39,                -743,652,5,                20,-50,-8,                -133,273,141,                bytearray(b'\x0e\xed\x19\xfd\x8c\x02\x05\x00\x14\x00\xce\xff\xf8\xff{\xff\x11\x01\x8d\x00'),
7488,39,                -742,652,8,                15,-42,-4,                -127,267,135,                bytearray(b'\x15\xed\x1a\xfd\x8c\x02\x08\x00\x0f\x00\xd6\xff\xfc\xff\x81\xff\x0b\x01\x87\x00'),
7489,39,                -747,647,1,                8,-42,0,                -126,268,139,                bytearray(b'\x1b\xed\x15\xfd\x87\x02\x01\x00\x08\x00\xd6\xff\x00\x00\x82\xff\x0c\x01\x8b\x00'),
7490,39,                -757,636,9,                -2,-44,2,                -124,268,121,                bytearray(b'!\xed\x0b\xfd|\x02\t\x00\xfe\xff\xd4\xff\x02\x00\x84\xff\x0c\x01y\x00'),
7491,39,                -758,635,8,                4,-79,0,                -111,259,132,                bytearray(b"\'\xed\n\xfd{\x02\x08\x00\x04\x00\xb1\xff\x00\x00\x91\xff\x03\x01\x84\x00"),
7492,39,                -752,629,13,                0,-91,2,                -120,259,117,                bytearray(b'.\xed\x10\xfdu\x02\r\x00\x00\x00\xa5\xff\x02\x00\x88\xff\x03\x01u\x00'),
7493,39,                -762,630,29,                0,-85,-1,                -118,241,112,                bytearray(b'4\xed\x06\xfdv\x02\x1d\x00\x00\x00\xab\xff\xff\xff\x8a\xff\xf1\x00p\x00'),
7494,39,                -750,634,19,                1,-102,-4,                -106,241,88,                bytearray(b':\xed\x12\xfdz\x02\x13\x00\x01\x00\x9a\xff\xfc\xff\x96\xff\xf1\x00X\x00'),
7495,39,                -745,642,34,                2,-77,-7,                -99,225,82,                bytearray(b'@\xed\x17\xfd\x82\x02"\x00\x02\x00\xb3\xff\xf9\xff\x9d\xff\xe1\x00R\x00'),
7496,39,                -751,634,46,                1,-49,-11,                -88,214,72,                bytearray(b'G\xed\x11\xfdz\x02.\x00\x01\x00\xcf\xff\xf5\xff\xa8\xff\xd6\x00H\x00'),
7497,39,                -766,612,37,                7,-39,-16,                -82,205,72,                bytearray(b'M\xed\x02\xfdd\x02%\x00\x07\x00\xd9\xff\xf0\xff\xae\xff\xcd\x00H\x00'),
7498,39,                -783,597,40,                25,-53,-36,                -61,183,48,                bytearray(b'S\xed\xf1\xfcU\x02(\x00\x19\x00\xcb\xff\xdc\xff\xc3\xff\xb7\x000\x00'),
7499,39,                -771,602,40,                28,-46,-61,                -27,154,19,                bytearray(b'Y\xed\xfd\xfcZ\x02(\x00\x1c\x00\xd2\xff\xc3\xff\xe5\xff\x9a\x00\x13\x00'),
7500,39,                -779,608,45,                20,-32,-78,                4,118,-10,                bytearray(b'`\xed\xf5\xfc`\x02-\x00\x14\x00\xe0\xff\xb2\xff\x04\x00v\x00\xf6\xff'),
7501,39,                -788,597,25,                21,-16,-108,                52,52,-54,                bytearray(b'f\xed\xec\xfcU\x02\x19\x00\x15\x00\xf0\xff\x94\xff4\x004\x00\xca\xff'),
7502,39,                -786,581,20,                21,-14,-123,                78,-39,-96,                bytearray(b'l\xed\xee\xfcE\x02\x14\x00\x15\x00\xf2\xff\x85\xffN\x00\xd9\xff\xa0\xff'),
7503,39,                -778,604,22,                30,-46,-122,                96,-147,-147,                bytearray(b'r\xed\xf6\xfc\\\x02\x16\x00\x1e\x00\xd2\xff\x86\xff`\x00m\xffm\xff'),
7504,39,                -777,606,19,                37,-42,-115,                76,-244,-187,                bytearray(b'y\xed\xf7\xfc^\x02\x13\x00%\x00\xd6\xff\x8d\xffL\x00\x0c\xffE\xff'),
7505,39,                -757,624,26,                37,-74,-68,                46,-342,-228,                bytearray(b'\x7f\xed\x0b\xfdp\x02\x1a\x00%\x00\xb6\xff\xbc\xff.\x00\xaa\xfe\x1c\xff'),
7506,39,                -798,613,23,                30,-42,-73,                0,-414,-243,                bytearray(b'\x85\xed\xe2\xfce\x02\x17\x00\x1e\x00\xd6\xff\xb7\xff\x00\x00b\xfe\r\xff'),
7507,39,                -815,560,28,                22,-44,-82,                -61,-460,-246,                bytearray(b'\x8b\xed\xd1\xfc0\x02\x1c\x00\x16\x00\xd4\xff\xae\xff\xc3\xff4\xfe\n\xff'),
7508,39,                -836,539,26,                11,-39,-121,                -127,-513,-249,                bytearray(b'\x92\xed\xbc\xfc\x1b\x02\x1a\x00\x0b\x00\xd9\xff\x87\xff\x81\xff\xff\xfd\x07\xff'),
7509,39,                -831,520,32,                7,-17,-155,                -228,-546,-226,                bytearray(b'\x98\xed\xc1\xfc\x08\x02 \x00\x07\x00\xef\xffe\xff\x1c\xff\xde\xfd\x1e\xff'),
7510,39,                -840,503,46,                -1,-2,-177,                -348,-561,-204,                bytearray(b'\x9e\xed\xb8\xfc\xf7\x01.\x00\xff\xff\xfe\xffO\xff\xa4\xfe\xcf\xfd4\xff'),
7511,39,                -830,505,18,                -6,0,-200,                -474,-547,-150,                bytearray(b'\xa4\xed\xc2\xfc\xf9\x01\x12\x00\xfa\xff\x00\x008\xff&\xfe\xdd\xfdj\xff'),
7512,39,                -827,533,30,                -6,2,-208,                -595,-493,-91,                bytearray(b'\xab\xed\xc5\xfc\x15\x02\x1e\x00\xfa\xff\x02\x000\xff\xad\xfd\x13\xfe\xa5\xff'),
7513,39,                -820,541,23,                -3,18,-202,                -682,-420,-36,                bytearray(b'\xb1\xed\xcc\xfc\x1d\x02\x17\x00\xfd\xff\x12\x006\xffV\xfd\\\xfe\xdc\xff'),
