cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
210, 23033, 1, 4,                 382, 392, 841,                -4, -23, 0,                -93, -123, 43,                bytearray(b'\xf9Y~\x01\x88\x01I\x03\xfc\xff\xe9\xff\x00\x00\xa3\xff\x85\xff+\x00')
211, 23039, 1, 4,                 382, 409, 847,                -4, -25, 0,                -91, -120, 42,                bytearray(b'\xffY~\x01\x99\x01O\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x88\xff*\x00')
212, 23046, 1, 4,                 383, 402, 841,                -4, -25, 0,                -87, -111, 34,                bytearray(b'\x06Z\x7f\x01\x92\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x91\xff"\x00')
213, 23052, 1, 4,                 386, 400, 842,                -4, -25, 0,                -87, -120, 42,                bytearray(b'\x0cZ\x82\x01\x90\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x88\xff*\x00')
214, 23058, 1, 4,                 386, 402, 842,                -4, -25, 0,                -91, -120, 40,                bytearray(b'\x12Z\x82\x01\x92\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x88\xff(\x00')
215, 23064, 1, 4,                 382, 402, 841,                -4, -25, 0,                -88, -117, 37,                bytearray(b'\x18Z~\x01\x92\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x8b\xff%\x00')
216, 23071, 1, 4,                 382, 403, 843,                -3, -25, 0,                -91, -118, 30,                bytearray(b'\x1fZ~\x01\x93\x01K\x03\xfd\xff\xe7\xff\x00\x00\xa5\xff\x8a\xff\x1e\x00')
217, 23077, 1, 4,                 385, 401, 841,                -4, -25, 0,                -93, -115, 30,                bytearray(b'%Z\x81\x01\x91\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x8d\xff\x1e\x00')
218, 23083, 1, 4,                 384, 400, 842,                -3, -25, 0,                -91, -118, 36,                bytearray(b'+Z\x80\x01\x90\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa5\xff\x8a\xff$\x00')
219, 23089, 1, 4,                 384, 403, 842,                -3, -25, 0,                -93, -118, 43,                bytearray(b'1Z\x80\x01\x93\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa3\xff\x8a\xff+\x00')
220, 23096, 1, 4,                 383, 402, 841,                -4, -25, 0,                -94, -111, 43,                bytearray(b'8Z\x7f\x01\x92\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x91\xff+\x00')
221, 23102, 1, 4,                 383, 401, 843,                -4, -25, 0,                -88, -112, 34,                bytearray(b'>Z\x7f\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x90\xff"\x00')
