cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
1432, 30671, 2, 2,                 384, 403, 842,                -3, -25, 0,                -87, -121, 40,                bytearray(b'\xcfw\x80\x01\x93\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa9\xff\x87\xff(\x00')
1433, 30677, 2, 2,                 389, 408, 846,                -3, -25, 0,                -91, -114, 39,                bytearray(b"\xd5w\x85\x01\x98\x01N\x03\xfd\xff\xe7\xff\x00\x00\xa5\xff\x8e\xff\'\x00")
1434, 30683, 2, 2,                 382, 405, 844,                -3, -25, 0,                -88, -115, 33,                bytearray(b'\xdbw~\x01\x95\x01L\x03\xfd\xff\xe7\xff\x00\x00\xa8\xff\x8d\xff!\x00')
1435, 30689, 2, 2,                 386, 404, 842,                -4, -25, 0,                -93, -120, 36,                bytearray(b'\xe1w\x82\x01\x94\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x88\xff$\x00')
1436, 30696, 2, 2,                 384, 398, 842,                -5, -24, 0,                -93, -118, 36,                bytearray(b'\xe8w\x80\x01\x8e\x01J\x03\xfb\xff\xe8\xff\x00\x00\xa3\xff\x8a\xff$\x00')
1437, 30702, 2, 2,                 383, 400, 843,                -4, -25, 0,                -88, -106, 40,                bytearray(b'\xeew\x7f\x01\x90\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x96\xff(\x00')
1438, 30708, 2, 2,                 384, 401, 843,                -4, -25, 0,                -90, -120, 46,                bytearray(b'\xf4w\x80\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x88\xff.\x00')
1439, 30714, 2, 2,                 383, 402, 844,                -4, -24, 0,                -94, -118, 30,                bytearray(b'\xfaw\x7f\x01\x92\x01L\x03\xfc\xff\xe8\xff\x00\x00\xa2\xff\x8a\xff\x1e\x00')
1440, 30721, 2, 2,                 384, 402, 843,                -4, -25, 0,                -91, -121, 40,                bytearray(b'\x01x\x80\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x87\xff(\x00')
1441, 30727, 2, 2,                 385, 400, 843,                -5, -25, 0,                -91, -112, 39,                bytearray(b"\x07x\x81\x01\x90\x01K\x03\xfb\xff\xe7\xff\x00\x00\xa5\xff\x90\xff\'\x00")
1442, 30733, 2, 2,                 383, 402, 843,                -4, -25, 0,                -90, -117, 40,                bytearray(b'\rx\x7f\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x8b\xff(\x00')
1443, 30739, 2, 2,                 384, 402, 841,                -4, -25, 0,                -97, -111, 37,                bytearray(b'\x13x\x80\x01\x92\x01I\x03\xfc\xff\xe7\xff\x00\x00\x9f\xff\x91\xff%\x00')
1444, 30746, 2, 2,                 384, 400, 842,                -4, -25, 0,                -88, -117, 37,                bytearray(b'\x1ax\x80\x01\x90\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x8b\xff%\x00')
1445, 30752, 2, 2,                 382, 401, 844,                -4, -25, 0,                -99, -120, 42,                bytearray(b' x~\x01\x91\x01L\x03\xfc\xff\xe7\xff\x00\x00\x9d\xff\x88\xff*\x00')
1446, 30758, 2, 2,                 384, 403, 842,                -3, -25, 0,                -94, -118, 39,                bytearray(b"&x\x80\x01\x93\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa2\xff\x8a\xff\'\x00")
1447, 30764, 2, 2,                 385, 401, 843,                -4, -25, 0,                -90, -114, 39,                bytearray(b",x\x81\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x8e\xff\'\x00")
1448, 30771, 2, 2,                 384, 400, 844,                -4, -25, 0,                -87, -117, 34,                bytearray(b'3x\x80\x01\x90\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x8b\xff"\x00')
1449, 30777, 2, 2,                 383, 401, 843,                -3, -25, 0,                -91, -109, 39,                bytearray(b"9x\x7f\x01\x91\x01K\x03\xfd\xff\xe7\xff\x00\x00\xa5\xff\x93\xff\'\x00")
