timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
4957, 250, 107, 981, -2, -26, 0, -342, 105, -34
4964, 248, 103, 977, -1, -28, 0, -342, 103, -34
4970, 252, 105, 979, -2, -28, 0, -336, 103, -36
4976, 252, 104, 978, -2, -28, 0, -340, 100, -36
4982, 252, 103, 976, 0, -28, 0, -342, 103, -36
4989, 251, 105, 978, -2, -28, 0, -336, 93, -27
4995, 249, 105, 978, -1, -28, 0, -345, 103, -34
5001, 251, 105, 977, -2, -28, 0, -339, 100, -45
5007, 252, 103, 977, -2, -28, 0, -352, 106, -33
5014, 250, 104, 978, -2, -28, 0, -339, 106, -30
5020, 250, 104, 978, -2, -28, 0, -349, 102, -31
5026, 251, 104, 977, -1, -28, 0, -345, 103, -28
5032, 252, 105, 977, -1, -28, 0, -358, 108, -31
5039, 250, 103, 977, -2, -28, 0, -354, 103, -31
5045, 251, 102, 977, -2, -28, 0, -346, 105, -36
5051, 251, 105, 978, -1, -28, 0, -349, 103, -28
5057, 252, 105, 978, -3, -28, 0, -339, 94, -36
5064, 249, 103, 979, -1, -28, 0, -343, 99, -28
5070, 251, 103, 978, -2, -29, 0, -343, 105, -36
5076, 254, 103, 977, -2, -28, 0, -342, 111, -33
5082, 252, 103, 977, -2, -28, 0, -333, 103, -33
5089, 248, 105, 978, 0, -28, 0, -343, 108, -30
5095, 250, 104, 978, -2, -28, 0, -346, 102, -36
5101, 252, 102, 977, -2, -28, 0, -345, 105, -30
5107, 252, 106, 977, -1, -28, 0, -343, 106, -31
5114, 250, 104, 978, -2, -28, 0, -346, 105, -28
5120, 250, 101, 978, -2, -28, 0, -343, 102, -28
5126, 252, 106, 976, 0, -28, 0, -345, 111, -31
5132, 251, 105, 976, -2, -29, 0, -337, 106, -25
5139, 250, 102, 978, -2, -28, 0, -348, 102, -31
5145, 250, 103, 978, -1, -28, 0, -342, 106, -25
5151, 251, 106, 976, -1, -29, 0, -346, 105, -24
5157, 252, 102, 977, -2, -28, 0, -346, 108, -34
5164, 250, 102, 977, -3, -28, 0, -339, 106, -30
5170, 250, 104, 978, -1, -28, 0, -345, 103, -28
5176, 252, 104, 977, -1, -28, 0, -343, 105, -33
5182, 251, 103, 978, -2, -28, 0, -337, 103, -28
5189, 249, 104, 978, -2, -28, 0, -343, 99, -28
5195, 252, 102, 977, -1, -29, 0, -337, 106, -34
5201, 252, 102, 976, -1, -28, 0, -343, 102, -33
5207, 250, 104, 978, -2, -28, 0, -349, 102, -25
5214, 252, 104, 978, -2, -28, 0, -346, 109, -37
5220, 253, 105, 977, -1, -28, 0, -346, 97, -27
5226, 250, 105, 979, -2, -28, 0, -345, 106, -30
5232, 250, 103, 978, -2, -28, 0, -343, 100, -34
5239, 250, 103, 979, -1, -28, 0, -345, 105, -36
5245, 251, 105, 978, -2, -28, 0, -337, 111, -33
5251, 250, 105, 977, -2, -28, 0, -342, 106, -42
5257, 251, 102, 977, -2, -28, 0, -346, 106, -31
5264, 250, 103, 977, -1, -28, 0, -337, 112, -34
5270, 249, 103, 977, -2, -28, 0, -346, 105, -30
5276, 251, 104, 977, -2, -28, 0, -339, 105, -28
5282, 251, 105, 976, -2, -28, 0, -343, 105, -31
5289, 250, 105, 979, -1, -28, 0, -342, 105, -33
5295, 253, 104, 976, -2, -29, 0, -349, 99, -34
5301, 248, 103, 978, -2, -26, -1, -342, 105, -24
5307, 252, 105, 976, 0, -30, 0, -345, 105, -30
