cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
136, 22571, 1, 3,                 383, 402, 843,                -4, -25, 0,                -96, -118, 43,                bytearray(b'+X\x7f\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa0\xff\x8a\xff+\x00')
137, 22577, 1, 3,                 384, 398, 841,                -4, -25, 0,                -96, -126, 36,                bytearray(b'1X\x80\x01\x8e\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa0\xff\x82\xff$\x00')
138, 22583, 1, 3,                 385, 404, 844,                -4, -24, 0,                -88, -124, 28,                bytearray(b'7X\x81\x01\x94\x01L\x03\xfc\xff\xe8\xff\x00\x00\xa8\xff\x84\xff\x1c\x00')
139, 22589, 1, 3,                 383, 402, 840,                -3, -25, 0,                -102, -114, 36,                bytearray(b'=X\x7f\x01\x92\x01H\x03\xfd\xff\xe7\xff\x00\x00\x9a\xff\x8e\xff$\x00')
140, 22596, 1, 3,                 381, 399, 841,                -4, -25, 0,                -96, -109, 34,                bytearray(b'DX}\x01\x8f\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa0\xff\x93\xff"\x00')
141, 22602, 1, 3,                 384, 401, 844,                -4, -25, 0,                -97, -109, 36,                bytearray(b'JX\x80\x01\x91\x01L\x03\xfc\xff\xe7\xff\x00\x00\x9f\xff\x93\xff$\x00')
142, 22608, 1, 3,                 387, 401, 840,                -3, -25, 0,                -87, -118, 30,                bytearray(b'PX\x83\x01\x91\x01H\x03\xfd\xff\xe7\xff\x00\x00\xa9\xff\x8a\xff\x1e\x00')
143, 22614, 1, 3,                 384, 405, 840,                -4, -25, 0,                -94, -115, 30,                bytearray(b'VX\x80\x01\x95\x01H\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x8d\xff\x1e\x00')
144, 22621, 1, 3,                 381, 402, 844,                -5, -25, 0,                -87, -120, 36,                bytearray(b']X}\x01\x92\x01L\x03\xfb\xff\xe7\xff\x00\x00\xa9\xff\x88\xff$\x00')
145, 22627, 1, 3,                 381, 400, 845,                -4, -25, 0,                -87, -121, 30,                bytearray(b'cX}\x01\x90\x01M\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x87\xff\x1e\x00')
146, 22633, 1, 3,                 386, 402, 840,                -3, -26, 0,                -93, -115, 36,                bytearray(b'iX\x82\x01\x92\x01H\x03\xfd\xff\xe6\xff\x00\x00\xa3\xff\x8d\xff$\x00')
147, 22639, 1, 3,                 387, 402, 840,                -4, -25, 0,                -85, -117, 36,                bytearray(b'oX\x83\x01\x92\x01H\x03\xfc\xff\xe7\xff\x00\x00\xab\xff\x8b\xff$\x00')
148, 22646, 1, 3,                 383, 400, 843,                -4, -25, 0,                -94, -118, 39,                bytearray(b"vX\x7f\x01\x90\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x8a\xff\'\x00")
149, 22652, 1, 3,                 380, 401, 845,                -3, -25, 0,                -94, -117, 28,                bytearray(b'|X|\x01\x91\x01M\x03\xfd\xff\xe7\xff\x00\x00\xa2\xff\x8b\xff\x1c\x00')
150, 22658, 1, 3,                 381, 402, 842,                -4, -25, 0,                -90, -112, 37,                bytearray(b'\x82X}\x01\x92\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x90\xff%\x00')
151, 22664, 1, 3,                 387, 401, 839,                -4, -25, 0,                -94, -106, 36,                bytearray(b'\x88X\x83\x01\x91\x01G\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x96\xff$\x00')
152, 22671, 1, 3,                 386, 401, 841,                -4, -25, 0,                -93, -109, 28,                bytearray(b'\x8fX\x82\x01\x91\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x93\xff\x1c\x00')
153, 22677, 1, 3,                 381, 402, 843,                -3, -25, 0,                -96, -121, 39,                bytearray(b"\x95X}\x01\x92\x01K\x03\xfd\xff\xe7\xff\x00\x00\xa0\xff\x87\xff\'\x00")
154, 22683, 1, 3,                 381, 402, 843,                -4, -25, 0,                -94, -115, 34,                bytearray(b'\x9bX}\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x8d\xff"\x00')
155, 22689, 1, 3,                 386, 401, 842,                -4, -25, 0,                -88, -115, 34,                bytearray(b'\xa1X\x82\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x8d\xff"\x00')
156, 22696, 1, 3,                 386, 402, 840,                -4, -25, 0,                -81, -121, 30,                bytearray(b'\xa8X\x82\x01\x92\x01H\x03\xfc\xff\xe7\xff\x00\x00\xaf\xff\x87\xff\x1e\x00')
157, 22702, 1, 3,                 384, 402, 841,                -4, -25, 0,                -91, -117, 40,                bytearray(b'\xaeX\x80\x01\x92\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x8b\xff(\x00')
158, 22708, 1, 3,                 381, 401, 843,                -4, -25, 0,                -84, -118, 34,                bytearray(b'\xb4X}\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xac\xff\x8a\xff"\x00')
159, 22714, 1, 3,                 382, 401, 842,                -4, -25, 0,                -88, -123, 33,                bytearray(b'\xbaX~\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x85\xff!\x00')
160, 22721, 1, 3,                 385, 401, 840,                -3, -25, 0,                -93, -105, 36,                bytearray(b'\xc1X\x81\x01\x91\x01H\x03\xfd\xff\xe7\xff\x00\x00\xa3\xff\x97\xff$\x00')
161, 22727, 1, 3,                 385, 401, 841,                -4, -25, 0,                -91, -120, 37,                bytearray(b'\xc7X\x81\x01\x91\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x88\xff%\x00')
162, 22733, 1, 3,                 383, 400, 843,                -4, -25, 0,                -99, -114, 34,                bytearray(b'\xcdX\x7f\x01\x90\x01K\x03\xfc\xff\xe7\xff\x00\x00\x9d\xff\x8e\xff"\x00')
163, 22739, 1, 3,                 382, 402, 842,                -4, -25, 0,                -87, -114, 30,                bytearray(b'\xd3X~\x01\x92\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x8e\xff\x1e\x00')
164, 22746, 1, 3,                 386, 401, 842,                -4, -25, 0,                -91, -121, 36,                bytearray(b'\xdaX\x82\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x87\xff$\x00')
165, 22752, 1, 3,                 385, 400, 841,                -4, -25, 0,                -94, -126, 34,                bytearray(b'\xe0X\x81\x01\x90\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x82\xff"\x00')
