timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
18215, 1026, -137, -134, -35, 1, -10, 769, -601, -211
18221, 1010, -139, -124, -16, 4, 12, 777, -597, -205
18227, 985, -144, -112, -7, -8, -7, 774, -597, -216
18233, 1027, -131, -122, -18, -4, -21, 780, -592, -210
18240, 1034, -134, -142, -9, -15, 13, 778, -586, -213
18246, 963, -142, -151, 17, -25, 34, 778, -568, -220
18252, 989, -144, -100, 23, -12, 17, 772, -556, -223
18258, 961, -127, -137, -10, -32, 16, 774, -541, -234
18265, 1006, -134, -130, 42, -2, -21, 756, -528, -243
18271, 991, -144, -91, 26, -11, 30, 742, -532, -244
18277, 980, -139, -100, 45, -6, -48, 738, -520, -262
18283, 1064, -142, -86, 25, 30, -10, 723, -517, -258
18290, 1066, -152, -90, 9, -18, 26, 715, -498, -270
18296, 1032, -152, -125, 22, 7, 40, 703, -472, -276
18302, 1068, -152, -83, 54, 52, 77, 688, -430, -280
18308, 1021, -159, -84, 24, -6, 103, 643, -393, -300
18315, 1002, -173, -93, 37, 18, 109, 612, -345, -297
18321, 985, -167, -92, 35, 7, 124, 571, -313, -304
18327, 971, -179, -78, 58, 32, 109, 535, -291, -309
18333, 991, -194, -61, 53, 1, 100, 493, -264, -307
18340, 963, -208, -65, 39, -13, 112, 447, -247, -312
18346, 987, -213, -32, 62, 25, 78, 427, -240, -312
18352, 964, -216, -50, 11, -10, 93, 390, -226, -315
18358, 968, -230, -71, 30, 32, 74, 363, -216, -303
18365, 1007, -245, -16, 46, 38, 64, 337, -204, -304
18371, 960, -242, -47, 3, -1, 91, 312, -187, -303
18377, 990, -249, -39, 28, 33, 56, 300, -175, -297
18383, 986, -261, -30, 22, 16, 81, 274, -186, -300
18389, 970, -268, -41, 10, 36, 82, 252, -178, -306
18396, 974, -262, -17, 15, 13, 81, 235, -172, -301
18402, 954, -268, -33, 4, 13, 84, 217, -166, -288
18408, 987, -286, 10, 35, 27, 75, 198, -166, -288
18415, 947, -286, -1, -4, 0, 95, 186, -162, -279
18421, 933, -289, -26, 19, 33, 60, 165, -159, -291
18427, 969, -304, 19, 2, 5, 81, 156, -157, -282
18433, 937, -309, -13, 3, 17, 74, 142, -151, -277
18439, 959, -318, 19, 29, 39, 56, 136, -157, -273
18446, 960, -318, 26, -4, -4, 69, 130, -157, -268
18452, 975, -328, -12, 20, 42, 44, 123, -160, -268
18458, 979, -338, 43, 10, -2, 80, 108, -169, -258
18465, 941, -340, -4, -12, 0, 80, 96, -166, -255
18471, 1000, -340, 50, 18, -2, 78, 88, -177, -252
18477, 940, -361, 10, -10, 4, 92, 73, -177, -246
18483, 978, -367, 25, 26, 58, 90, 67, -181, -240
18489, 970, -367, 67, -2, 0, 123, 64, -184, -246
18496, 945, -371, 15, 0, 16, 116, 58, -195, -231
18502, 927, -391, 49, 12, 3, 127, 48, -204, -225
18508, 914, -395, 53, 0, 4, 125, 42, -205, -217
18514, 932, -403, 56, 4, 2, 107, 33, -222, -204
18521, 914, -415, 29, -27, -19, 126, 22, -225, -192
18527, 922, -429, 41, 25, 19, 105, 24, -243, -192
18533, 919, -444, 94, 0, -39, 133, 22, -244, -177
18540, 878, -424, 41, -36, -53, 132, 16, -255, -154
18546, 869, -437, 47, 26, 16, 101, 12, -258, -148
18552, 772, -429, 66, -21, -63, 127, 7, -271, -141
18558, 694, -426, 43, -3, 9, 20, 7, -292, -124
18564, 773, -428, 109, 24, 4, -49, 6, -276, -129
18571, 750, -438, 65, -50, -62, -142, 6, -264, -130
18577, 911, -423, 30, -16, 65, -214, 19, -268, -162
18583, 939, -432, 93, 11, -39, -129, 22, -238, -169
18590, 933, -426, 43, -23, -8, -152, 36, -223, -175
18596, 975, -418, 73, 2, -16, -121, 36, -216, -189
18602, 898, -408, 63, -21, -58, -111, 61, -201, -195
18608, 924, -383, 20, 7, 21, -127, 58, -198, -201
18615, 966, -382, 108, 4, -50, -81, 64, -178, -205
18621, 850, -352, 37, -30, -45, -98, 79, -174, -202
18627, 949, -370, 64, 15, -15, -144, 81, -169, -217
18633, 945, -366, 88, -26, -92, -109, 102, -154, -216
18640, 974, -348, 26, -16, -62, -119, 117, -150, -225
18646, 987, -349, 95, 2, -82, -82, 120, -142, -225
