timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
-4031, 1002, -132, 232, -73, -173, -26, 1044, -592, -256
-4025, 991, -127, 155, -223, -288, -100, 1069, -622, -210
-4018, 1037, -109, 62, -200, -1, -20, 1104, -633, -171
-4012, 1017, -128, 115, -171, 9, 52, 1128, -618, -154
-4006, 1011, -135, 148, -112, -52, -6, 1138, -609, -133
-4000, 1066, -122, 163, -151, -111, 7, 1168, -589, -105
-3993, 1025, -145, 65, -112, -30, 102, 1182, -541, -76
-3987, 1010, -157, 122, 15, 4, 70, 1177, -471, -67
-3981, 1031, -137, 167, -46, -153, 84, 1162, -402, -78
-3975, 998, -164, 67, -37, -133, 135, 1144, -342, -48
-3968, 1002, -168, 127, -14, -4, 100, 1114, -288, -39
-3962, 975, -164, 76, -79, -143, 92, 1086, -228, -24
-3956, 996, -195, 68, 3, -8, 123, 1062, -181, -22
-3950, 991, -196, 113, 18, 13, 128, 1017, -145, -27
-3943, 974, -220, 57, 9, -39, 85, 979, -126, -25
-3937, 1029, -228, 146, 31, -13, 93, 933, -85, -27
-3931, 978, -218, 80, -12, -8, 94, 906, -43, -34
-3925, 983, -236, 79, 30, -10, 74, 853, -34, -33
-3918, 962, -230, 117, 18, 16, 102, 811, -13, -52
-3912, 986, -252, 100, -11, -53, 51, 781, 10, -52
-3906, 953, -245, 106, -10, -25, 104, 739, 21, -60
-3900, 949, -247, 97, 18, 28, 104, 727, 25, -73
-3893, 974, -270, 121, 18, 19, 85, 688, 39, -73
-3887, 967, -276, 116, 9, -7, 95, 664, 43, -73
-3881, 970, -286, 141, 7, -2, 84, 634, 55, -78
-3875, 959, -284, 124, -16, -19, 85, 598, 60, -82
-3868, 937, -288, 107, 17, 4, 86, 583, 66, -84
-3862, 952, -303, 125, -2, -14, 60, 565, 58, -85
-3856, 973, -314, 117, 4, 1, 75, 547, 64, -76
-3850, 975, -325, 147, 7, -4, 100, 514, 64, -76
-3843, 943, -325, 121, -14, 9, 92, 487, 63, -75
-3837, 954, -321, 124, 21, 43, 93, 460, 67, -69
-3831, 883, -332, 127, -23, -24, 102, 439, 64, -70
-3825, 941, -347, 120, -10, -18, 42, 423, 61, -60
-3818, 924, -350, 131, 11, 11, 68, 402, 51, -64
-3812, 939, -353, 136, -13, -9, 51, 381, 51, -63
-3806, 935, -361, 127, -4, -4, 69, 381, 39, -63
-3800, 926, -373, 148, 28, 32, 74, 363, 28, -72
-3793, 952, -372, 172, 4, 13, 66, 331, 28, -76
-3787, 902, -378, 133, -12, 0, 79, 319, 21, -66
-3781, 929, -382, 151, 23, 27, 79, 309, 22, -67
-3775, 913, -376, 186, 11, 18, 94, 289, 22, -63
-3768, 901, -402, 142, 16, 32, 50, 282, 21, -63
-3762, 990, -410, 206, 28, 22, 77, 267, 3, -69
-3756, 896, -411, 167, -26, -52, 123, 255, 1, -66
-3750, 894, -424, 163, 17, 32, 78, 234, -9, -61
-3743, 918, -432, 213, -20, -41, 128, 226, -25, -70
-3737, 854, -429, 147, -34, -46, 116, 211, -28, -60
-3731, 899, -430, 191, 12, 16, 98, 193, -33, -49
-3725, 825, -433, 175, -16, -47, 116, 184, -39, -46
-3718, 827, -439, 151, 14, 32, 33, 190, -49, -49
-3712, 842, -451, 187, 26, 19, 46, 160, -48, -40
-3706, 786, -452, 166, -2, -32, 14, 174, -52, -40
-3700, 859, -450, 182, 33, 32, -25, 174, -48, -49
-3693, 792, -440, 203, 26, 8, -21, 165, -39, -67
-3687, 846, -446, 183, 21, -3, -96, 178, -34, -63
-3681, 872, -440, 210, 4, -58, -72, 184, -28, -72
-3675, 863, -433, 189, 30, -3, -90, 205, -7, -69
-3668, 892, -424, 224, 37, 18, -114, 210, -6, -87
-3662, 863, -418, 203, 5, -25, -90, 222, 6, -88
-3656, 895, -420, 205, 44, 37, -135, 240, 24, -91
-3650, 949, -395, 267, -18, -84, -90, 247, 36, -96
-3643, 869, -386, 161, -11, -23, -103, 271, 49, -93
-3637, 926, -380, 216, 36, 28, -116, 289, 54, -93
-3631, 868, -369, 239, -25, -130, -111, 309, 60, -99
-3625, 912, -365, 181, 16, -30, -150, 334, 70, -93
-3618, 943, -356, 244, -6, -109, -131, 372, 76, -91
-3612, 943, -359, 205, -44, -130, -196, 394, 88, -82
-3606, 1032, -348, 238, 17, -37, -120, 435, 85, -79
-3600, 985, -336, 177, 0, -65, -86, 453, 88, -82
-3593, 948, -328, 150, -2, -62, -86, 474, 88, -69
-3587, 958, -320, 215, 3, -65, -41, 487, 87, -70
-3581, 896, -294, 138, -18, -72, -53, 522, 90, -58
-3575, 932, -302, 193, 55, 8, -93, 520, 78, -58
-3568, 952, -300, 202, 12, -42, -74, 549, 88, -54
-3562, 913, -278, 134, 4, -47, -108, 570, 87, -51
-3556, 1001, -287, 221, 35, -19, -103, 603, 88, -61
-3550, 960, -275, 169, -11, -69, -74, 627, 70, -58
-3543, 950, -270, 173, 11, -46, -88, 658, 66, -48
-3537, 987, -264, 213, -6, -63, -79, 684, 67, -39
-3531, 931, -246, 130, -25, -81, -74, 703, 60, -33
-3525, 966, -239, 174, 7, -73, -90, 730, 40, -24
-3518, 914, -227, 140, -21, -102, -87, 751, 37, -33
-3512, 962, -223, 134, 37, -2, -131, 787, 18, -40
-3506, 996, -225, 196, 14, -84, -108, 819, 3, -31
-3500, 1006, -213, 141, -14, -63, -98, 856, -15, -31
-3493, 1000, -211, 154, 21, -25, -81, 898, -40, -25
-3487, 983, -204, 172, -16, -85, -70, 928, -54, -21
-3481, 984, -183, 124, -13, -46, -75, 975, -73, -24
-3475, 975, -186, 152, 32, -11, -98, 1003, -117, -18
-3468, 999, -181, 159, -8, -73, -70, 1044, -138, -28
