cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
2194, -30103, 3, 2,                 382, 401, 843,                -4, -25, 0,                -100, -120, 40,                bytearray(b'i\x8a~\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\x9c\xff\x88\xff(\x00')
2195, -30097, 3, 2,                 385, 398, 841,                -2, -25, 0,                -97, -115, 37,                bytearray(b'o\x8a\x81\x01\x8e\x01I\x03\xfe\xff\xe7\xff\x00\x00\x9f\xff\x8d\xff%\x00')
2196, -30090, 3, 2,                 384, 406, 846,                -3, -25, 0,                -87, -120, 34,                bytearray(b'v\x8a\x80\x01\x96\x01N\x03\xfd\xff\xe7\xff\x00\x00\xa9\xff\x88\xff"\x00')
2197, -30084, 3, 2,                 382, 401, 842,                -4, -24, 0,                -91, -114, 31,                bytearray(b'|\x8a~\x01\x91\x01J\x03\xfc\xff\xe8\xff\x00\x00\xa5\xff\x8e\xff\x1f\x00')
2198, -30078, 3, 2,                 383, 402, 844,                -4, -25, 0,                -88, -123, 37,                bytearray(b'\x82\x8a\x7f\x01\x92\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x85\xff%\x00')
2199, -30072, 3, 2,                 383, 402, 843,                -4, -25, 0,                -90, -118, 40,                bytearray(b'\x88\x8a\x7f\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x8a\xff(\x00')
2200, -30065, 3, 2,                 384, 401, 843,                -4, -25, 0,                -87, -121, 37,                bytearray(b'\x8f\x8a\x80\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x87\xff%\x00')
2201, -30059, 3, 2,                 384, 403, 844,                -4, -24, 0,                -91, -112, 31,                bytearray(b'\x95\x8a\x80\x01\x93\x01L\x03\xfc\xff\xe8\xff\x00\x00\xa5\xff\x90\xff\x1f\x00')
2202, -30053, 3, 2,                 383, 403, 842,                -4, -25, 0,                -91, -120, 37,                bytearray(b'\x9b\x8a\x7f\x01\x93\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x88\xff%\x00')
2203, -30047, 3, 2,                 383, 401, 844,                -4, -25, 0,                -93, -112, 43,                bytearray(b'\xa1\x8a\x7f\x01\x91\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x90\xff+\x00')
2204, -30040, 3, 2,                 384, 402, 843,                -4, -25, 0,                -99, -118, 39,                bytearray(b"\xa8\x8a\x80\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\x9d\xff\x8a\xff\'\x00")
2205, -30034, 3, 2,                 384, 402, 841,                -4, -25, 0,                -93, -112, 40,                bytearray(b'\xae\x8a\x80\x01\x92\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x90\xff(\x00')
2206, -30028, 3, 2,                 384, 401, 844,                -4, -25, 0,                -85, -115, 40,                bytearray(b'\xb4\x8a\x80\x01\x91\x01L\x03\xfc\xff\xe7\xff\x00\x00\xab\xff\x8d\xff(\x00')
2207, -30022, 3, 2,                 383, 402, 843,                -4, -25, 0,                -91, -115, 39,                bytearray(b"\xba\x8a\x7f\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x8d\xff\'\x00")
2208, -30015, 3, 2,                 384, 403, 843,                -4, -25, 0,                -88, -117, 42,                bytearray(b'\xc1\x8a\x80\x01\x93\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x8b\xff*\x00')
