timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
27365,-956,-9,250,-9,-56,-18,-121,279,76
27372,-947,-15,267,-1,-46,-11,-124,282,81
27378,-940,-17,271,-5,-62,-2,-127,286,73
27384,-960,-12,276,0,-25,7,-123,276,61
27390,-956,-14,279,-6,-25,2,-126,274,76
27397,-966,-8,260,-7,-19,0,-120,270,73
27403,-968,-10,270,-2,-16,-7,-120,280,72
27409,-1020,-2,278,-10,-29,-38,-115,282,67
27415,-1052,-4,273,-21,-51,-103,-115,288,73
27422,-1076,-7,283,-38,-95,-170,-118,270,72
27428,-1121,-13,314,-51,-50,-280,-109,277,72
27434,-1145,-23,313,-66,4,-456,-93,277,72
27440,-1110,-61,310,-91,-14,-590,-70,279,67
27447,-1064,-103,294,-105,21,-698,-52,265,76
27453,-985,-153,278,-108,39,-777,-25,258,78
27459,-950,-205,263,-95,70,-876,1,241,82
27465,-922,-290,273,-105,45,-943,34,226,78
27472,-840,-352,233,-101,102,-984,57,225,79
27478,-742,-435,224,-114,21,-989,85,198,87
27484,-650,-526,200,-98,55,-940,115,181,84
27490,-580,-604,182,-54,125,-879,141,168,100
27497,-547,-686,193,-35,120,-807,162,145,96
27503,-497,-733,201,-17,121,-735,172,126,94
27509,-466,-775,194,-29,61,-667,190,108,100
27515,-473,-803,195,-32,29,-622,196,96,97
27522,-495,-821,181,-37,62,-584,210,70,99
27528,-390,-864,194,-60,-2,-588,207,49,106
27534,-409,-862,165,-82,-9,-580,225,30,100
27540,-325,-894,154,-99,-55,-588,234,12,105
27547,-282,-911,145,-125,-119,-585,246,-13,108
27553,-263,-913,151,-100,-24,-569,244,-30,109
27559,-147,-953,128,-109,-106,-599,255,-54,111
27565,-200,-940,123,-124,-120,-600,252,-84,124
27572,-52,-967,113,-99,16,-588,253,-100,123
27578,10,-952,84,-147,-219,-597,243,-120,129
27584,65,-991,105,-107,-45,-544,253,-150,136
27590,129,-969,41,-131,-225,-534,256,-168,139
27597,137,-986,61,-132,-247,-487,249,-192,138
27603,196,-990,60,-87,-73,-412,253,-208,142
27609,274,-982,35,-65,-84,-359,252,-228,145
27615,297,-995,50,-46,-38,-283,243,-235,148
27622,354,-991,32,-29,-28,-200,246,-247,142
27628,363,-996,26,-19,-57,-105,253,-253,147
27634,348,-996,42,18,6,31,240,-250,154
27640,342,-992,42,30,-20,116,241,-249,147
27647,285,-984,52,30,-50,183,240,-244,145
27653,252,-987,57,37,-48,235,244,-241,148
27659,202,-984,60,41,-58,271,240,-220,147
27665,175,-985,68,56,-28,298,255,-214,141
27672,144,-985,64,70,-2,316,249,-208,148
27678,116,-985,76,72,-23,323,247,-190,138
27684,93,-989,82,70,-44,337,252,-181,138
27690,67,-989,91,72,-59,354,255,-171,136
27697,45,-990,94,82,-32,382,270,-168,133
27703,31,-986,93,82,-74,403,255,-138,132
27709,-18,-979,107,108,-10,463,255,-120,127
27715,-20,-977,105,133,49,532,253,-102,123
27722,-42,-966,132,139,47,602,253,-96,112
27728,-80,-948,140,142,59,697,252,-60,109
27734,-106,-914,148,161,146,847,243,-37,106
27740,-184,-855,159,141,84,973,226,6,112
27747,-284,-794,157,99,-101,1059,217,46,102
27753,-439,-702,186,63,-275,1094,210,79,97
27759,-649,-625,232,96,-184,1082,187,109,97
27765,-759,-618,260,91,-109,995,159,129,93
27772,-826,-557,252,70,-91,921,142,163,87
27778,-858,-511,245,61,-7,830,123,180,93
27784,-852,-461,222,74,61,753,102,198,96
27790,-898,-418,202,49,-96,660,79,211,88
27797,-929,-398,223,70,25,618,60,223,96
27803,-852,-377,207,20,-192,555,40,240,81
27809,-941,-309,229,39,-258,531,24,244,82
27815,-951,-243,233,74,-226,526,6,249,70
27822,-999,-225,290,112,-113,441,-7,250,70
27828,-1030,-223,325,114,-2,380,-21,249,73
27834,-1060,-181,325,78,-44,263,-33,255,66
27840,-1017,-176,317,44,-11,189,-49,256,63
27847,-946,-177,310,49,63,164,-49,259,69
27853,-910,-165,296,23,-21,147,-55,261,61
27859,-937,-149,284,24,-45,140,-63,267,55
27865,-932,-143,270,35,-27,152,-67,268,60
27872,-923,-133,275,36,-25,169,-76,270,70
27878,-919,-112,279,42,-24,182,-79,276,79
27884,-931,-91,277,47,-25,189,-85,267,64
27890,-943,-68,282,54,4,205,-90,280,73
27897,-935,-53,286,38,-55,205,-99,270,61
27903,-974,-28,284,48,-53,219,-111,277,61
27909,-1064,12,314,24,-210,114,-106,273,64
27915,-1110,0,325,-16,-278,32,-115,267,55
27922,-1030,0,327,0,-125,-20,-112,264,46
27928,-923,-31,378,-10,-94,-46,-118,256,48
27934,-876,-31,351,-11,-39,-23,-118,255,46
27940,-900,-29,351,2,37,9,-117,252,51
27947,-933,-28,334,0,42,27,-117,262,46
27953,-976,-13,305,-4,-2,10,-120,261,57
27959,-956,-17,311,0,-7,-8,-109,268,51
27965,-927,-20,312,-2,-42,-9,-115,262,52
27972,-922,-20,320,-1,-45,-5,-114,259,57
