timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
4192,962,-104,306,-7,-15,1,-97,-562,427
4198,960,-101,306,-7,-18,2,-106,-564,430
4204,963,-104,306,-9,-23,2,-96,-570,429
4211,959,-101,305,-10,-20,6,-99,-564,424
4217,956,-105,305,-9,-5,6,-105,-558,433
4223,962,-106,308,-7,-15,0,-99,-565,423
4229,962,-103,306,-7,-27,-2,-100,-564,436
4236,960,-102,303,-9,-23,2,-100,-555,429
4242,961,-103,305,-7,-12,4,-93,-561,423
4248,960,-106,307,-8,-16,3,-99,-576,429
4254,965,-104,315,-10,-48,0,-102,-556,427
4261,971,-103,313,-13,-93,-5,-93,-558,421
4267,971,-102,304,-14,-130,-13,-106,-555,435
4273,992,-98,305,-25,-219,-18,-100,-564,445
4279,1031,-96,323,-46,-319,-28,-111,-558,445
4286,1180,-106,325,-81,-543,-30,-115,-552,466
4292,972,-123,162,-131,-303,185,-114,-552,487
4298,902,-86,109,-38,11,73,-105,-547,493
4304,951,-81,45,-8,20,-33,-109,-553,487
4311,1016,-65,57,89,210,-40,-105,-550,483
4317,1109,-41,54,170,424,44,-103,-561,465
4323,1158,-56,83,224,191,97,-100,-553,456
4329,1201,-59,120,221,-98,128,-84,-558,442
4336,1110,-62,177,268,-263,159,-85,-562,460
4342,1098,-93,298,243,-284,205,-72,-556,469
4348,1018,-148,362,177,-156,334,-67,-543,471
4354,945,-198,415,97,-6,407,-52,-546,483
4361,860,-245,455,18,154,412,-42,-549,481
4367,815,-289,496,-77,233,353,-13,-531,489
4373,801,-317,493,-175,279,271,-10,-519,468
4379,794,-338,503,-254,-56,158,-7,-529,468
4386,837,-353,500,-312,-72,85,-7,-528,466
4392,817,-358,374,-352,17,69,-7,-526,460
4398,810,-338,353,-334,106,121,-4,-525,460
4404,742,-371,188,-353,101,88,-1,-529,462
4411,647,-336,-132,-247,183,53,3,-532,462
4417,775,-257,-138,-11,158,26,-3,-526,447
4423,719,-208,-157,44,-1066,-236,-3,-523,472
4429,637,-233,-280,86,-1195,-378,-15,-507,516
4436,746,-174,-221,234,-692,-452,-30,-513,546
4442,929,-136,-155,303,-119,-543,-40,-519,559
4448,1146,-96,-122,311,-14,-482,-55,-519,546
4454,1110,-93,53,258,-234,-397,-75,-519,552
4461,1172,-92,136,211,-287,-385,-72,-526,567
4467,1130,-126,262,168,-133,-368,-75,-520,568
4473,1282,-228,567,28,119,-239,-96,-529,573
4479,1726,-166,435,-32,293,55,-91,-543,561
4486,1155,-128,280,-128,-385,94,-85,-546,559
4492,827,-116,190,-196,-284,56,-105,-531,571
4498,950,-93,239,-317,394,150,-96,-534,574
4504,900,-127,138,-317,406,177,-97,-535,561
4511,872,-126,71,-357,355,176,-93,-540,529
4517,782,-68,-75,-345,144,74,-90,-537,519
4523,657,-36,-154,-225,143,-124,-90,-543,520
4529,899,48,-314,-60,-378,-390,-102,-538,520
4536,1991,-6,-124,-10,-407,-379,-120,-532,543
4542,1214,-35,85,-84,193,112,-126,-537,540
4548,607,-18,-52,105,432,77,-115,-534,522
4554,939,-89,128,103,637,9,-118,-549,501
4561,1225,-126,349,81,770,168,-111,-553,468
4567,944,-135,324,55,459,138,-100,-564,441
4573,954,-129,352,53,129,-27,-91,-556,430
4579,1009,-110,345,-15,-113,-38,-96,-561,429
4586,950,-104,284,-59,-241,-21,-102,-559,436
4592,970,-99,245,-30,-223,-29,-109,-558,454
4598,980,-95,228,-15,-76,-6,-102,-559,454
4604,951,-96,223,4,49,18,-105,-559,453
4611,976,-104,256,18,130,28,-105,-558,457
4617,974,-106,279,18,145,22,-100,-559,435
4623,965,-108,298,15,107,11,-91,-559,433
4629,967,-109,309,5,58,9,-105,-571,432
4636,962,-108,311,-2,2,4,-99,-564,427
4642,964,-107,305,-10,-31,2,-94,-559,430
4648,961,-107,295,-11,-36,2,-97,-561,429
4654,961,-106,292,-7,-15,2,-91,-556,432
4661,961,-106,296,-2,4,2,-93,-568,430
4667,962,-106,302,-2,11,5,-99,-565,414
4673,960,-106,307,-2,7,3,-94,-567,423
4679,960,-107,309,-4,-5,4,-94,-561,429
4686,960,-106,309,-9,-18,4,-97,-564,424
