timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
-17444,-970,-87,-184,-1,-13,7,-54,378,277
-17438,-966,-85,-177,-4,-48,3,-52,373,277
-17432,-981,-90,-166,-4,-42,0,-60,373,276
-17425,-981,-86,-166,-9,-16,3,-49,384,273
-17419,-984,-82,-163,-9,-9,4,-49,375,271
-17413,-1067,-84,-155,-51,20,-29,-48,376,267
-17407,-996,-87,-201,-45,8,-88,-42,375,274
-17400,-1028,-92,-162,-49,86,-132,-36,372,280
-17394,-1034,-84,-212,-56,225,-184,-33,373,288
-17388,-1124,-136,-265,-23,154,-292,-19,373,295
-17382,-1115,-126,-281,-1,158,-371,-13,367,298
-17375,-1099,-179,-314,39,100,-478,6,366,312
-17369,-1204,-186,-307,103,-53,-639,18,360,307
-17363,-1179,-219,-281,73,416,-773,51,340,313
-17357,-969,-235,-226,123,674,-849,88,325,324
-17350,-785,-285,-262,188,427,-975,115,307,340
-17344,-694,-364,-334,261,210,-1012,157,280,345
-17338,-588,-529,-260,213,429,-893,172,250,345
-17332,-392,-612,-282,168,543,-726,199,241,348
-17325,-293,-665,-271,142,321,-560,216,216,366
-17319,-358,-706,-302,62,182,-337,226,198,366
-17313,-416,-747,-365,-10,246,-189,237,192,360
-17307,-317,-794,-361,-56,207,-67,234,187,373
-17300,-421,-739,-391,-100,-25,20,244,183,373
-17294,-454,-708,-420,-140,-33,119,244,190,379
-17288,-570,-694,-471,-128,54,137,235,192,388
-17282,-552,-721,-468,-114,11,133,226,195,391
-17275,-586,-693,-473,-107,-35,116,217,201,403
-17269,-611,-659,-493,-100,-60,91,226,202,396
-17263,-602,-657,-500,-67,5,63,217,207,399
-17257,-596,-680,-501,-35,2,18,219,210,400
-17250,-590,-670,-500,-23,-26,2,217,201,403
-17244,-522,-667,-479,-7,-49,2,213,210,403
-17238,-461,-678,-443,-7,-53,46,225,205,402
-17232,-464,-677,-429,-28,-39,118,216,216,396
-17225,-494,-664,-441,-58,-60,189,208,213,400
-17219,-474,-650,-422,-93,-137,296,204,220,408
-17213,-456,-619,-394,-131,-143,403,195,238,402
-17207,-462,-566,-365,-202,-184,537,186,252,400
-17200,-649,-477,-412,-248,-77,645,153,262,405
-17194,-651,-457,-473,-270,29,664,141,288,418
-17188,-695,-406,-465,-254,-113,651,124,306,423
-17182,-779,-308,-490,-242,-280,644,91,322,424
-17175,-878,-216,-557,-232,-348,662,67,330,417
-17169,-753,-224,-503,-179,-140,679,37,355,414
-17163,-755,-138,-436,-184,-261,688,10,369,417
-17157,-757,-64,-422,-140,-616,676,-15,370,393
-17150,-826,31,-425,-91,-672,763,-34,384,382
-17144,-1998,-147,-287,278,-1755,-119,-60,373,310
-17138,-1084,-128,-91,42,-746,56,-40,378,267
-17132,-712,-73,-61,-4,77,131,-42,369,277
-17125,-906,-69,-82,-7,319,-9,-58,370,283
-17119,-1048,-88,-299,-21,319,-2,-52,379,300
-17113,-988,-82,-264,13,-50,35,-49,372,295
-17107,-899,-63,-200,4,-138,15,-55,378,292
-17100,-946,-70,-202,-9,-25,-35,-57,381,294
-17094,-998,-91,-194,-12,25,-1,-55,378,286
-17088,-961,-79,-222,-9,5,28,-55,378,292
-17082,-947,-73,-233,-8,-11,2,-58,376,289
-17075,-975,-79,-212,-6,-52,-17,-54,378,294
-17069,-968,-82,-199,-11,-30,7,-55,376,286
-17063,-958,-79,-215,-9,17,11,-60,379,297
-17057,-969,-78,-221,-6,0,3,-52,375,285
-17050,-964,-78,-220,-4,-41,-2,-51,381,294
-17044,-968,-79,-205,-8,-27,0,-54,373,283
-17038,-967,-80,-210,-9,-9,3,-51,366,300
-17032,-964,-78,-218,-8,-14,2,-58,381,286
