timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
3166, 972, -188, -169, -14, -37, -13, 685, -595, -174
3172, 991, -200, -152, 18, -25, -5, 682, -595, -178
3179, 959, -191, -147, 2, -33, -2, 679, -601, -187
3185, 1001, -190, -161, 2, -31, -18, 672, -600, -187
3191, 1006, -193, -155, 11, -30, 3, 652, -594, -187
3197, 979, -191, -152, 13, -27, 14, 654, -589, -189
3204, 973, -195, -144, 18, -30, 12, 642, -591, -198
3210, 977, -206, -140, 10, -9, 2, 645, -579, -192
3216, 1046, -214, -141, 7, 2, 0, 637, -568, -205
3222, 1030, -210, -164, 2, -10, 58, 633, -546, -213
3229, 1008, -215, -166, 44, 8, 67, 618, -513, -231
3235, 1011, -221, -112, 26, -56, 96, 609, -486, -235
3241, 965, -213, -157, 4, -9, 84, 598, -448, -252
3247, 1002, -227, -137, 48, 23, 85, 580, -411, -258
3253, 956, -225, -133, 47, 0, 91, 559, -385, -274
3260, 962, -239, -129, 51, 49, 60, 522, -342, -288
3266, 990, -250, -98, 14, -15, 98, 499, -319, -285
3272, 939, -251, -141, 18, 7, 97, 477, -304, -291
3278, 962, -258, -109, 49, 38, 70, 442, -288, -291
3285, 938, -261, -119, 34, 32, 81, 409, -270, -282
3291, 966, -274, -103, 71, 93, 53, 379, -258, -289
3297, 961, -288, -68, 38, 35, 73, 366, -252, -298
3304, 943, -294, -101, 25, 28, 61, 339, -235, -291
3310, 1011, -304, -65, 52, 96, 77, 313, -234, -288
3316, 969, -306, -60, 40, 42, 89, 285, -219, -291
3322, 975, -316, -57, 70, 91, 79, 250, -204, -295
3328, 963, -319, -23, 52, 103, 98, 231, -201, -288
3335, 952, -327, -35, 25, 53, 74, 208, -193, -288
3341, 971, -337, -14, 41, 84, 98, 189, -183, -280
3347, 915, -337, -16, 0, 18, 96, 174, -184, -276
3353, 956, -344, -7, 30, 41, 74, 160, -177, -273
3360, 908, -348, 1, 13, 39, 91, 142, -175, -274
3366, 930, -361, -5, 7, 25, 56, 129, -177, -265
3372, 919, -359, 7, 16, 4, 73, 111, -165, -277
3378, 923, -368, 3, -2, 9, 53, 102, -169, -270
3385, 982, -380, 24, 20, 16, 53, 96, -174, -265
3391, 917, -385, 15, 9, -14, 86, 87, -178, -261
3397, 955, -388, 29, 17, 28, 53, 66, -177, -255
3403, 957, -401, 29, 0, 5, 83, 55, -178, -256
3410, 923, -414, 11, 9, 28, 81, 55, -178, -249
3416, 963, -420, 56, 18, 28, 90, 36, -186, -243
3422, 934, -424, 29, -7, 21, 110, 36, -189, -238
3428, 960, -435, 54, -1, 32, 112, 22, -195, -232
3435, 919, -444, 25, -11, -9, 138, 7, -207, -220
3441, 912, -452, 47, 17, 27, 137, 4, -217, -211
3447, 919, -449, 54, -2, 8, 145, -9, -223, -202
3453, 847, -457, 9, 6, 17, 138, -4, -231, -196
3460, 897, -473, 74, 42, 50, 117, -25, -243, -192
3466, 858, -474, 44, 7, 2, 128, -22, -249, -171
3472, 896, -492, 72, 59, 33, 109, -31, -264, -171
3479, 851, -495, 76, 31, -9, 136, -42, -277, -154
3485, 828, -506, 79, 51, 36, 104, -43, -279, -141
3491, 855, -500, 119, 46, 10, 116, -46, -292, -147
3497, 776, -509, 94, 25, 7, 65, -55, -307, -136
3503, 813, -503, 113, 49, 56, 53, -49, -307, -135
3510, 713, -495, 116, 31, 27, 32, -51, -307, -127
3516, 756, -499, 135, 42, 72, -58, -49, -295, -130
3522, 770, -489, 112, -94, -134, -65, -57, -289, -139
3529, 799, -506, 72, -18, -19, -118, -39, -286, -151
3535, 848, -513, 124, -33, -74, -109, -39, -273, -150
3541, 855, -508, 85, -27, 12, -136, -28, -259, -156
3547, 930, -504, 130, -39, -46, -119, -25, -250, -165
3554, 871, -486, 58, -51, -59, -98, -24, -237, -168
3560, 921, -496, 63, 42, -3, -146, -18, -229, -175
3566, 900, -480, 115, -28, -83, -49, -15, -211, -178
3572, 853, -466, 50, 1, -27, -94, -16, -211, -187
3579, 925, -459, 135, 35, 3, -81, -1, -210, -192
