timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
-185,977,-111,-212,-7,-40,0,-91,-472,649
-178,980,-110,-207,-6,-32,0,-84,-462,640
-172,977,-109,-208,-1,-24,-1,-90,-471,646
-166,981,-108,-202,-3,-27,0,-79,-480,639
-160,990,-102,-200,-4,-31,-6,-90,-474,642
-153,985,-98,-204,-16,-41,-7,-93,-469,646
-147,996,-83,-216,-33,-48,-23,-84,-468,649
-141,1032,-51,-188,-58,-2,-15,-78,-468,646
-135,1004,-53,-238,-88,70,-46,-100,-474,646
-128,1012,-101,-189,-89,74,-80,-99,-477,649
-122,943,-31,-164,-84,146,-105,-93,-475,639
-116,1098,-40,-135,-111,144,-128,-109,-486,639
-110,1063,-42,-117,-96,6,-107,-117,-487,639
-103,939,-4,-116,-159,-9,-159,-115,-477,633
-97,866,46,-144,-189,4,-333,-142,-493,630
-91,1047,38,-231,-242,-85,-404,-153,-483,633
-85,920,127,-154,-126,11,-431,-177,-480,633
-78,975,188,-226,-156,88,-421,-199,-483,633
-72,962,206,-171,-126,84,-427,-220,-492,622
-66,939,274,-124,-147,28,-464,-232,-480,624
-60,967,259,-55,-215,-56,-520,-259,-480,622
-53,930,219,-48,-283,-70,-518,-282,-474,621
-47,1051,229,-164,-290,-121,-445,-297,-468,627
-41,933,275,-169,-280,-116,-308,-324,-460,621
-35,941,324,-169,-245,-86,-289,-331,-456,625
-28,929,340,-192,-191,-83,-282,-345,-448,618
-22,913,373,-188,-159,-77,-237,-360,-430,625
-16,882,426,-129,-118,-70,-205,-366,-442,625
-10,840,470,-46,-145,-145,-213,-385,-435,618
-3,843,510,-99,-233,-172,-229,-390,-418,631
3,860,471,-130,-259,-126,-235,-415,-418,624
9,893,485,-111,-287,-156,-186,-427,-411,628
15,869,470,-205,-300,-133,-153,-444,-399,618
22,825,466,-195,-197,55,-122,-450,-408,615
28,935,406,-230,-105,150,-105,-454,-408,603
34,947,360,-144,-101,24,-40,-450,-409,603
40,905,402,-148,-54,11,-22,-456,-406,609
47,813,509,-82,1,44,-49,-453,-402,600
53,848,600,-62,12,5,-60,-457,-402,603
59,878,586,-79,21,-125,-32,-457,-405,601
65,809,581,-78,22,-100,-22,-450,-400,607
72,872,525,-43,97,-260,-23,-453,-391,606
78,802,556,-199,80,-42,46,-456,-393,624
84,782,553,-102,32,74,67,-453,-387,619
90,827,543,-185,30,216,67,-448,-400,621
97,841,505,-128,115,380,69,-445,-408,598
103,919,456,-39,164,398,87,-436,-423,589
109,955,392,-43,114,250,173,-424,-432,588
115,940,360,-50,83,62,240,-421,-439,585
122,993,325,-118,144,29,315,-412,-444,582
128,924,336,-85,168,-74,369,-397,-451,585
134,856,412,-36,217,-99,358,-369,-463,592
140,848,462,-42,238,-56,299,-366,-469,589
147,860,466,-53,268,-19,245,-348,-471,595
153,940,508,-31,249,-115,199,-337,-465,604
159,978,424,-113,232,-136,172,-319,-471,613
165,993,325,-63,165,-187,241,-315,-477,621
172,917,239,-140,163,-119,275,-300,-471,622
178,914,248,-174,160,-71,314,-286,-465,628
184,914,235,-110,175,-87,353,-279,-474,630
190,930,267,-138,125,-21,348,-256,-487,628
197,996,235,-209,86,105,353,-240,-484,627
203,680,251,-149,168,209,368,-220,-495,619
209,1035,146,-97,121,-56,411,-201,-486,615
215,1034,95,-122,135,-36,371,-195,-502,612
222,993,120,-88,170,-59,363,-171,-499,610
228,1017,55,-94,118,-130,299,-159,-496,615
234,1004,54,-142,79,-137,270,-139,-504,619
240,1005,50,-189,141,-83,242,-130,-489,622
247,1051,-42,-126,136,-121,179,-130,-483,631
253,975,-27,-175,58,-164,184,-120,-483,636
259,989,-43,-176,55,-221,233,-109,-475,634
265,945,-47,-221,26,-150,175,-102,-468,643
272,899,-42,-286,77,131,142,-90,-475,646
278,1097,-155,-101,11,88,-1,-90,-481,634
284,1077,-114,-116,17,49,63,-82,-486,633
290,1006,-124,-122,11,-24,68,-82,-478,628
297,979,-111,-113,-17,-108,30,-79,-480,627
