cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
2864, -25915, 3, 5,                 384, 401, 842,                -4, -25, 0,                -88, -109, 30,                bytearray(b'\xc5\x9a\x80\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x93\xff\x1e\x00')
2865, -25909, 3, 5,                 381, 400, 842,                -4, -25, 0,                -94, -114, 45,                bytearray(b'\xcb\x9a}\x01\x90\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x8e\xff-\x00')
2866, -25903, 3, 5,                 384, 402, 843,                -4, -25, 0,                -81, -115, 37,                bytearray(b'\xd1\x9a\x80\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xaf\xff\x8d\xff%\x00')
2867, -25897, 3, 5,                 383, 398, 841,                -4, -25, 0,                -90, -124, 39,                bytearray(b"\xd7\x9a\x7f\x01\x8e\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x84\xff\'\x00")
2868, -25890, 3, 5,                 386, 405, 843,                -4, -25, 0,                -93, -120, 37,                bytearray(b'\xde\x9a\x82\x01\x95\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x88\xff%\x00')
2869, -25884, 3, 5,                 383, 401, 841,                -4, -25, 0,                -99, -114, 31,                bytearray(b'\xe4\x9a\x7f\x01\x91\x01I\x03\xfc\xff\xe7\xff\x00\x00\x9d\xff\x8e\xff\x1f\x00')
2870, -25878, 3, 5,                 382, 401, 844,                -4, -25, 0,                -99, -126, 37,                bytearray(b'\xea\x9a~\x01\x91\x01L\x03\xfc\xff\xe7\xff\x00\x00\x9d\xff\x82\xff%\x00')
2871, -25872, 3, 5,                 385, 402, 843,                -4, -26, 0,                -96, -121, 37,                bytearray(b'\xf0\x9a\x81\x01\x92\x01K\x03\xfc\xff\xe6\xff\x00\x00\xa0\xff\x87\xff%\x00')
2872, -25865, 3, 5,                 385, 402, 841,                -4, -25, 0,                -91, -117, 40,                bytearray(b'\xf7\x9a\x81\x01\x92\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x8b\xff(\x00')
2873, -25859, 3, 5,                 383, 402, 842,                -4, -25, 0,                -90, -117, 37,                bytearray(b'\xfd\x9a\x7f\x01\x92\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x8b\xff%\x00')
