timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
13669,247,99,977,-2,-23,0,-348,103,-51
13675,256,108,986,0,-28,0,-342,118,-46
13681,251,112,978,0,-28,0,-340,112,-43
13687,248,100,969,-4,-29,0,-346,112,-43
13694,251,103,981,-2,-27,0,-349,111,-43
13700,254,102,974,-2,-30,0,-337,106,-51
13706,251,104,974,-1,-29,0,-345,114,-45
13712,248,106,978,-1,-29,0,-337,114,-42
13719,251,105,977,-1,-29,0,-334,117,-42
13725,255,102,977,-3,-28,0,-342,117,-45
13731,251,103,977,-2,-27,0,-340,123,-48
13737,250,105,977,-2,-28,0,-343,114,-37
13744,249,106,977,-2,-28,0,-340,111,-43
13750,251,105,976,-1,-29,0,-340,117,-49
13756,254,103,975,-2,-28,0,-340,106,-39
13762,252,102,978,-2,-28,0,-342,115,-54
13769,249,105,978,0,-28,0,-345,115,-45
13775,249,107,978,-2,-28,0,-348,114,-37
13781,251,103,977,-2,-28,-1,-345,117,-42
13787,253,101,976,-2,-28,0,-339,117,-45
