cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
1050, 28283, 2, 1,                 386, 406, 845,                -4, -25, 0,                -96, -114, 34,                bytearray(b'{n\x82\x01\x96\x01M\x03\xfc\xff\xe7\xff\x00\x00\xa0\xff\x8e\xff"\x00')
1051, 28289, 2, 1,                 375, 397, 843,                -5, -24, 0,                -84, -114, 39,                bytearray(b"\x81nw\x01\x8d\x01K\x03\xfb\xff\xe8\xff\x00\x00\xac\xff\x8e\xff\'\x00")
1052, 28296, 2, 1,                 387, 407, 845,                -4, -25, 0,                -99, -115, 33,                bytearray(b'\x88n\x83\x01\x97\x01M\x03\xfc\xff\xe7\xff\x00\x00\x9d\xff\x8d\xff!\x00')
1053, 28302, 2, 1,                 390, 398, 839,                -5, -24, 0,                -93, -117, 40,                bytearray(b'\x8en\x86\x01\x8e\x01G\x03\xfb\xff\xe8\xff\x00\x00\xa3\xff\x8b\xff(\x00')
1054, 28308, 2, 1,                 382, 401, 843,                -4, -24, 0,                -88, -112, 31,                bytearray(b'\x94n~\x01\x91\x01K\x03\xfc\xff\xe8\xff\x00\x00\xa8\xff\x90\xff\x1f\x00')
1055, 28314, 2, 1,                 382, 402, 843,                -4, -25, 0,                -97, -117, 33,                bytearray(b'\x9an~\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\x9f\xff\x8b\xff!\x00')
1056, 28321, 2, 1,                 386, 402, 841,                -4, -25, 0,                -88, -111, 36,                bytearray(b'\xa1n\x82\x01\x92\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x91\xff$\x00')
1057, 28327, 2, 1,                 378, 402, 843,                -5, -25, -1,                -93, -112, 37,                bytearray(b'\xa7nz\x01\x92\x01K\x03\xfb\xff\xe7\xff\xff\xff\xa3\xff\x90\xff%\x00')
1058, 28333, 2, 1,                 384, 402, 841,                -4, -26, 0,                -84, -121, 39,                bytearray(b"\xadn\x80\x01\x92\x01I\x03\xfc\xff\xe6\xff\x00\x00\xac\xff\x87\xff\'\x00")
1059, 28339, 2, 1,                 389, 400, 839,                -3, -25, 0,                -99, -118, 28,                bytearray(b'\xb3n\x85\x01\x90\x01G\x03\xfd\xff\xe7\xff\x00\x00\x9d\xff\x8a\xff\x1c\x00')
1060, 28346, 2, 1,                 382, 403, 842,                -4, -24, 0,                -91, -111, 30,                bytearray(b'\xban~\x01\x93\x01J\x03\xfc\xff\xe8\xff\x00\x00\xa5\xff\x91\xff\x1e\x00')
1061, 28352, 2, 1,                 381, 402, 843,                -5, -25, 0,                -96, -120, 34,                bytearray(b'\xc0n}\x01\x92\x01K\x03\xfb\xff\xe7\xff\x00\x00\xa0\xff\x88\xff"\x00')
