cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
297, 23577, 1, 5,                 384, 399, 840,                -2, -26, 0,                -93, -120, 39,                bytearray(b"\x19\\\x80\x01\x8f\x01H\x03\xfe\xff\xe6\xff\x00\x00\xa3\xff\x88\xff\'\x00")
298, 23583, 1, 5,                 385, 401, 842,                -3, -25, 0,                -91, -114, 40,                bytearray(b'\x1f\\\x81\x01\x91\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa5\xff\x8e\xff(\x00')
299, 23589, 1, 5,                 385, 401, 841,                -3, -25, 0,                -90, -112, 37,                bytearray(b'%\\\x81\x01\x91\x01I\x03\xfd\xff\xe7\xff\x00\x00\xa6\xff\x90\xff%\x00')
300, 23596, 1, 5,                 382, 402, 844,                -4, -25, 0,                -97, -118, 30,                bytearray(b',\\~\x01\x92\x01L\x03\xfc\xff\xe7\xff\x00\x00\x9f\xff\x8a\xff\x1e\x00')
301, 23602, 1, 5,                 381, 401, 845,                -4, -25, 0,                -90, -111, 30,                bytearray(b'2\\}\x01\x91\x01M\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x91\xff\x1e\x00')
302, 23608, 1, 5,                 386, 401, 842,                -3, -25, 0,                -88, -114, 37,                bytearray(b'8\\\x82\x01\x91\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa8\xff\x8e\xff%\x00')
303, 23614, 1, 5,                 386, 403, 842,                -4, -25, 0,                -91, -109, 39,                bytearray(b">\\\x82\x01\x93\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x93\xff\'\x00")
304, 23621, 1, 5,                 382, 401, 843,                -4, -25, 0,                -94, -126, 34,                bytearray(b'E\\~\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x82\xff"\x00')
305, 23627, 1, 5,                 381, 401, 845,                -4, -25, 0,                -103, -112, 37,                bytearray(b'K\\}\x01\x91\x01M\x03\xfc\xff\xe7\xff\x00\x00\x99\xff\x90\xff%\x00')
306, 23633, 1, 5,                 382, 401, 843,                -3, -26, 0,                -96, -112, 39,                bytearray(b"Q\\~\x01\x91\x01K\x03\xfd\xff\xe6\xff\x00\x00\xa0\xff\x90\xff\'\x00")
307, 23639, 1, 5,                 384, 403, 841,                -4, -25, 0,                -88, -115, 40,                bytearray(b'W\\\x80\x01\x93\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x8d\xff(\x00')
308, 23646, 1, 5,                 386, 401, 842,                -4, -25, 0,                -94, -118, 42,                bytearray(b'^\\\x82\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x8a\xff*\x00')
309, 23652, 1, 5,                 384, 400, 844,                -4, -25, 0,                -94, -121, 34,                bytearray(b'd\\\x80\x01\x90\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x87\xff"\x00')
310, 23658, 1, 5,                 381, 403, 845,                -3, -25, 0,                -91, -120, 31,                bytearray(b'j\\}\x01\x93\x01M\x03\xfd\xff\xe7\xff\x00\x00\xa5\xff\x88\xff\x1f\x00')
311, 23664, 1, 5,                 382, 403, 842,                -4, -26, 0,                -88, -109, 36,                bytearray(b'p\\~\x01\x93\x01J\x03\xfc\xff\xe6\xff\x00\x00\xa8\xff\x93\xff$\x00')
312, 23671, 1, 5,                 388, 401, 841,                -4, -25, 0,                -85, -118, 31,                bytearray(b'w\\\x84\x01\x91\x01I\x03\xfc\xff\xe7\xff\x00\x00\xab\xff\x8a\xff\x1f\x00')
313, 23677, 1, 5,                 387, 400, 842,                -4, -25, 0,                -81, -121, 40,                bytearray(b'}\\\x83\x01\x90\x01J\x03\xfc\xff\xe7\xff\x00\x00\xaf\xff\x87\xff(\x00')
314, 23683, 1, 5,                 382, 402, 844,                -4, -25, 0,                -90, -117, 31,                bytearray(b'\x83\\~\x01\x92\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x8b\xff\x1f\x00')
315, 23689, 1, 5,                 382, 402, 844,                -3, -25, 0,                -97, -112, 31,                bytearray(b'\x89\\~\x01\x92\x01L\x03\xfd\xff\xe7\xff\x00\x00\x9f\xff\x90\xff\x1f\x00')
316, 23696, 1, 5,                 384, 401, 844,                -4, -25, 0,                -90, -124, 40,                bytearray(b'\x90\\\x80\x01\x91\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x84\xff(\x00')
317, 23702, 1, 5,                 385, 402, 842,                -3, -25, 0,                -91, -105, 37,                bytearray(b'\x96\\\x81\x01\x92\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa5\xff\x97\xff%\x00')
318, 23708, 1, 5,                 385, 401, 842,                -4, -25, 0,                -82, -111, 36,                bytearray(b'\x9c\\\x81\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xae\xff\x91\xff$\x00')
319, 23714, 1, 5,                 383, 401, 844,                -4, -25, 0,                -102, -115, 40,                bytearray(b'\xa2\\\x7f\x01\x91\x01L\x03\xfc\xff\xe7\xff\x00\x00\x9a\xff\x8d\xff(\x00')
320, 23721, 1, 5,                 383, 401, 843,                -4, -25, 0,                -93, -112, 34,                bytearray(b'\xa9\\\x7f\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x90\xff"\x00')
321, 23727, 1, 5,                 383, 402, 842,                -4, -25, 0,                -94, -117, 31,                bytearray(b'\xaf\\\x7f\x01\x92\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x8b\xff\x1f\x00')
322, 23733, 1, 5,                 385, 402, 842,                -4, -25, 0,                -97, -112, 33,                bytearray(b'\xb5\\\x81\x01\x92\x01J\x03\xfc\xff\xe7\xff\x00\x00\x9f\xff\x90\xff!\x00')
323, 23739, 1, 5,                 384, 401, 843,                -4, -25, 0,                -99, -118, 33,                bytearray(b'\xbb\\\x80\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\x9d\xff\x8a\xff!\x00')
324, 23746, 1, 5,                 383, 401, 844,                -3, -25, 0,                -78, -114, 36,                bytearray(b'\xc2\\\x7f\x01\x91\x01L\x03\xfd\xff\xe7\xff\x00\x00\xb2\xff\x8e\xff$\x00')
325, 23752, 1, 5,                 384, 401, 842,                -3, -25, 0,                -87, -118, 37,                bytearray(b'\xc8\\\x80\x01\x91\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa9\xff\x8a\xff%\x00')
326, 23758, 1, 5,                 384, 402, 843,                -3, -25, 0,                -93, -118, 42,                bytearray(b'\xce\\\x80\x01\x92\x01K\x03\xfd\xff\xe7\xff\x00\x00\xa3\xff\x8a\xff*\x00')
327, 23764, 1, 5,                 384, 402, 843,                -4, -25, 0,                -87, -118, 40,                bytearray(b'\xd4\\\x80\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x8a\xff(\x00')
328, 23771, 1, 5,                 385, 401, 843,                -4, -25, 0,                -88, -120, 37,                bytearray(b'\xdb\\\x81\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x88\xff%\x00')
329, 23777, 1, 5,                 383, 402, 844,                -3, -25, 0,                -90, -117, 37,                bytearray(b'\xe1\\\x7f\x01\x92\x01L\x03\xfd\xff\xe7\xff\x00\x00\xa6\xff\x8b\xff%\x00')
330, 23783, 1, 5,                 383, 402, 844,                -4, -25, 0,                -88, -123, 25,                bytearray(b'\xe7\\\x7f\x01\x92\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x85\xff\x19\x00')
331, 23789, 1, 5,                 384, 402, 843,                -3, -25, 0,                -94, -111, 36,                bytearray(b'\xed\\\x80\x01\x92\x01K\x03\xfd\xff\xe7\xff\x00\x00\xa2\xff\x91\xff$\x00')
332, 23796, 1, 5,                 383, 401, 843,                -4, -25, 0,                -82, -115, 40,                bytearray(b'\xf4\\\x7f\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xae\xff\x8d\xff(\x00')
333, 23802, 1, 5,                 384, 402, 843,                -4, -25, 0,                -96, -117, 46,                bytearray(b'\xfa\\\x80\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa0\xff\x8b\xff.\x00')
334, 23808, 1, 5,                 386, 401, 842,                -3, -25, 0,                -94, -111, 34,                bytearray(b'\x00]\x82\x01\x91\x01J\x03\xfd\xff\xe7\xff\x00\x00\xa2\xff\x91\xff"\x00')
335, 23814, 1, 5,                 382, 401, 844,                -4, -25, 0,                -90, -115, 30,                bytearray(b'\x06]~\x01\x91\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x8d\xff\x1e\x00')
336, 23821, 1, 5,                 382, 402, 843,                -4, -25, 0,                -93, -112, 37,                bytearray(b'\r]~\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x90\xff%\x00')
337, 23827, 1, 5,                 384, 402, 843,                -3, -25, 0,                -93, -117, 43,                bytearray(b'\x13]\x80\x01\x92\x01K\x03\xfd\xff\xe7\xff\x00\x00\xa3\xff\x8b\xff+\x00')
338, 23833, 1, 5,                 385, 401, 842,                -4, -25, 0,                -97, -115, 34,                bytearray(b'\x19]\x81\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\x9f\xff\x8d\xff"\x00')
339, 23839, 1, 5,                 384, 401, 843,                -3, -25, 0,                -96, -117, 39,                bytearray(b"\x1f]\x80\x01\x91\x01K\x03\xfd\xff\xe7\xff\x00\x00\xa0\xff\x8b\xff\'\x00")
340, 23846, 1, 5,                 383, 402, 843,                -4, -25, 0,                -88, -120, 28,                bytearray(b'&]\x7f\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x88\xff\x1c\x00')
341, 23852, 1, 5,                 383, 401, 843,                -4, -25, 0,                -90, -112, 30,                bytearray(b',]\x7f\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x90\xff\x1e\x00')
342, 23858, 1, 5,                 385, 402, 843,                -4, -25, 0,                -90, -121, 33,                bytearray(b'2]\x81\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x87\xff!\x00')
343, 23864, 1, 5,                 383, 401, 843,                -4, -25, 0,                -96, -118, 40,                bytearray(b'8]\x7f\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa0\xff\x8a\xff(\x00')
344, 23871, 1, 5,                 384, 402, 843,                -4, -25, 0,                -94, -109, 37,                bytearray(b'?]\x80\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x93\xff%\x00')
345, 23877, 1, 5,                 384, 402, 843,                -4, -25, 0,                -88, -123, 39,                bytearray(b"E]\x80\x01\x92\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x85\xff\'\x00")
346, 23883, 1, 5,                 383, 401, 843,                -4, -25, 0,                -93, -121, 43,                bytearray(b'K]\x7f\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x87\xff+\x00')
347, 23889, 1, 5,                 385, 401, 843,                -4, -25, 0,                -94, -118, 34,                bytearray(b'Q]\x81\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x8a\xff"\x00')
348, 23896, 1, 5,                 385, 401, 843,                -4, -25, 0,                -97, -124, 39,                bytearray(b"X]\x81\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\x9f\xff\x84\xff\'\x00")
349, 23902, 1, 5,                 384, 401, 843,                -4, -25, 0,                -94, -114, 37,                bytearray(b'^]\x80\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x8e\xff%\x00')
350, 23908, 1, 5,                 385, 402, 842,                -4, -25, 0,                -88, -120, 40,                bytearray(b'd]\x81\x01\x92\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x88\xff(\x00')
351, 23914, 1, 5,                 383, 402, 843,                -3, -24, 0,                -97, -118, 34,                bytearray(b'j]\x7f\x01\x92\x01K\x03\xfd\xff\xe8\xff\x00\x00\x9f\xff\x8a\xff"\x00')
352, 23921, 1, 5,                 383, 402, 844,                -4, -25, 0,                -93, -114, 36,                bytearray(b'q]\x7f\x01\x92\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x8e\xff$\x00')
353, 23927, 1, 5,                 386, 400, 842,                -4, -25, 0,                -81, -115, 40,                bytearray(b'w]\x82\x01\x90\x01J\x03\xfc\xff\xe7\xff\x00\x00\xaf\xff\x8d\xff(\x00')
