timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
26898,995,-41,180,-7,-17,2,-141,-547,469
26904,996,-42,181,-7,-16,2,-136,-559,475
26911,993,-43,177,-9,-16,1,-141,-553,474
26917,995,-41,180,-6,-13,2,-141,-558,463
26923,994,-42,177,-7,-15,2,-135,-552,471
26929,995,-40,177,-6,-12,0,-138,-552,472
26936,996,-41,180,-5,-14,2,-136,-546,466
26942,993,-43,178,-7,-15,2,-136,-549,468
26948,994,-42,181,-5,-10,1,-138,-553,474
26954,994,-40,181,-4,-5,2,-132,-552,469
26961,995,-41,183,-6,-13,2,-145,-553,471
26967,995,-41,184,-9,-17,2,-133,-553,480
26973,994,-40,181,-8,-16,2,-135,-555,471
26979,994,-41,181,-7,-16,3,-139,-553,483
26986,993,-42,183,-5,-13,2,-142,-553,477
26992,994,-41,183,-7,-15,1,-135,-555,475
26998,995,-41,183,-9,-20,2,-139,-556,472
27004,994,-42,181,-9,-18,1,-129,-558,471
27011,994,-40,181,-8,-16,2,-136,-555,474
27017,994,-41,181,-7,-16,1,-141,-556,475
27023,994,-41,183,-8,-17,2,-136,-555,475
27029,995,-41,182,-7,-16,2,-144,-552,468
27036,994,-40,183,-8,-18,1,-135,-562,478
27042,999,-19,199,-7,-22,0,-142,-550,474
27048,1030,-29,213,-31,-81,0,-136,-553,477
27054,1008,-22,154,-52,-101,-22,-145,-547,480
27061,1116,31,194,-92,-132,-75,-147,-552,480
27067,1187,0,164,-110,-60,-98,-141,-550,480
27073,1019,4,172,-51,227,33,-153,-549,486
27079,1050,-69,120,-5,510,82,-142,-556,474
27086,1054,-9,36,37,365,75,-144,-546,451
27092,1050,-21,203,57,106,123,-133,-567,438
27098,978,-23,106,147,226,128,-123,-559,432
27104,1022,10,93,191,250,200,-121,-570,435
27111,998,31,268,260,41,210,-111,-558,420
27117,1082,-28,340,265,-100,171,-100,-555,421
27123,955,-73,445,172,-188,157,-91,-552,429
27129,1006,-149,518,91,-35,250,-75,-555,429
27136,1073,-215,523,11,-29,321,-69,-555,429
27142,975,-265,569,-88,-251,399,-54,-541,438
27148,850,-221,537,-208,27,483,-34,-547,447
27154,794,-251,535,-277,200,368,-12,-544,442
27161,727,-278,515,-382,359,182,-6,-537,432
27167,757,-318,438,-429,193,8,-7,-543,430
27173,646,-340,237,-450,329,-56,-6,-546,429
27179,677,-321,301,-439,115,-98,-28,-549,420
27186,613,-413,8,-292,401,-173,-24,-549,418
27192,660,-328,124,-206,51,-230,-48,-544,402
27198,731,-287,62,-69,72,-283,-51,-555,408
27204,851,-203,-29,26,-163,-321,-64,-555,402
27211,907,-157,47,182,-490,-293,-70,-559,415
27217,957,-120,173,236,-665,-292,-90,-558,439
27223,977,-65,138,207,-482,-233,-99,-547,462
27229,1059,-42,144,199,-555,-210,-112,-546,480
27236,1110,-41,96,248,-573,-186,-111,-544,492
27242,1086,10,164,205,-571,-123,-118,-540,522
27248,1053,-29,88,134,-476,-98,-121,-529,538
27254,1077,-43,98,99,81,-52,-117,-531,541
27261,1053,-13,97,108,0,-133,-118,-532,547
27267,1292,-104,264,114,409,-172,-135,-534,519
27273,1301,-72,237,52,294,78,-121,-543,510
27279,932,-80,148,-86,136,127,-121,-544,501
27286,877,-45,56,-9,23,-51,-126,-541,498
27292,816,-58,112,90,39,-158,-132,-552,495
27298,1177,-30,159,30,-21,-101,-139,-537,498
27304,1110,-25,162,-54,-46,-2,-135,-547,496
27311,982,-23,103,-20,2,-9,-135,-552,490
27317,988,-42,130,16,28,-27,-135,-550,490
27323,1010,-34,144,4,27,12,-135,-547,496
27329,1007,-36,152,0,0,18,-136,-558,498
27336,1014,-39,155,-24,-46,2,-129,-555,493
27342,1009,-47,146,-31,-88,-9,-132,-544,492
