timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
13989, 251, 105, 979, -2, -28, 0, -348, 94, -37
13995, 255, 105, 982, 0, -30, 0, -340, 108, -27
14001, 247, 105, 971, -3, -25, 0, -339, 106, -30
14007, 254, 101, 977, -2, -28, 0, -337, 102, -31
14014, 247, 105, 982, -1, -25, 0, -346, 103, -31
14020, 252, 106, 973, -3, -29, 0, -336, 108, -34
14026, 254, 103, 973, -3, -28, 0, -339, 103, -34
14032, 251, 102, 980, -3, -29, 0, -346, 105, -42
14039, 249, 104, 977, 0, -30, 0, -337, 108, -31
14045, 253, 106, 975, -1, -29, 0, -336, 108, -34
14051, 252, 105, 977, -2, -28, 0, -342, 108, -34
14057, 250, 103, 978, -2, -28, 0, -343, 111, -28
14064, 252, 102, 978, -3, -27, 0, -339, 100, -37
14070, 251, 107, 977, -2, -28, 0, -334, 105, -42
14076, 249, 106, 977, -2, -27, 0, -345, 108, -39
14082, 249, 102, 978, -3, -28, 0, -340, 106, -40
14089, 252, 101, 976, -1, -28, 0, -345, 100, -34
14095, 253, 105, 976, -2, -28, 0, -342, 103, -33
14101, 249, 103, 977, -2, -28, 0, -334, 103, -37
14107, 250, 105, 978, -1, -28, 0, -345, 105, -34
14114, 252, 105, 976, -2, -28, 0, -345, 106, -30
14120, 252, 102, 977, -2, -28, 0, -340, 100, -36
14126, 251, 103, 977, -1, -28, 0, -346, 109, -27
14132, 249, 106, 979, -2, -28, 0, -351, 100, -33
14139, 249, 106, 978, -2, -29, 0, -339, 111, -27
14145, 251, 104, 977, -2, -29, 0, -331, 99, -31
14151, 254, 102, 977, -2, -28, 0, -348, 100, -40
14157, 252, 102, 977, -2, -28, 0, -339, 99, -39
14164, 250, 105, 978, -1, -28, 0, -343, 100, -22
14170, 250, 105, 977, -2, -28, 0, -339, 106, -30
14176, 251, 104, 976, -2, -28, 0, -337, 108, -34
14182, 253, 103, 976, -2, -28, 0, -349, 106, -36
14189, 252, 103, 977, -2, -28, 0, -346, 105, -39
14195, 249, 105, 977, -2, -28, 0, -351, 105, -33
14201, 249, 105, 977, -2, -29, 0, -340, 100, -30
14207, 252, 104, 977, -2, -29, 0, -342, 100, -36
14214, 254, 103, 976, -2, -28, 0, -337, 100, -28
14220, 251, 104, 977, -2, -28, 0, -339, 102, -36
14226, 250, 106, 977, -2, -28, 0, -336, 103, -39
14232, 250, 104, 977, -2, -28, 0, -339, 106, -37
14239, 250, 103, 977, -2, -28, 0, -333, 108, -30
14245, 253, 103, 976, -2, -28, 0, -346, 106, -30
14251, 251, 104, 977, -2, -28, 0, -334, 105, -39
