timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
5124,257,102,975,-2,-30,0,-342,111,-45
5130,248,106,975,0,-29,0,-342,112,-45
5137,249,104,973,-1,-31,1,-345,117,-45
5143,252,100,972,-2,-29,0,-342,114,-33
5149,253,103,974,0,-28,0,-343,118,-43
5155,250,102,975,-2,-28,0,-340,117,-45
5162,250,103,976,-2,-28,0,-337,112,-37
5168,250,106,979,-2,-27,-1,-345,114,-37
5174,251,103,977,-3,-29,0,-342,117,-46
5180,252,101,978,-2,-28,0,-336,115,-49
5187,250,105,979,-1,-28,0,-343,114,-43
5193,250,106,977,-2,-28,0,-337,114,-40
5199,252,101,977,-2,-29,0,-345,115,-40
5205,252,102,977,-1,-29,0,-339,114,-42
5212,251,105,976,-2,-28,0,-346,114,-39
5218,250,105,978,-3,-28,0,-342,109,-37
5224,249,104,978,-2,-29,0,-346,108,-40
5230,252,104,976,-2,-28,-1,-343,111,-42
5237,252,101,977,-2,-27,0,-349,118,-34
