timestamp,ACC X,ACC Y,ACC Z,GYR X,GYR Y,GYR Z,MAG X,MAG Y,MAG Z
20492,982,-21,244,-8,-19,2,-151,-556,445
20498,983,-20,243,-7,-18,2,-153,-562,447
20504,984,-21,243,-7,-18,2,-142,-565,441
20511,980,-21,242,-7,-16,2,-157,-549,445
20517,983,-21,243,-7,-18,2,-154,-568,438
20523,983,-22,245,-7,-16,2,-153,-555,439
20529,982,-21,243,-7,-17,2,-153,-558,438
20536,984,-22,243,-7,-16,2,-159,-556,436
20542,981,-22,244,-8,-18,0,-153,-556,448
20548,983,-21,244,-7,-19,3,-154,-556,439
20554,981,-21,244,-8,-21,3,-157,-553,442
20561,981,-22,243,-7,-16,1,-147,-553,444
20567,982,-21,244,-7,-16,1,-148,-558,439
20573,983,-20,244,-8,-18,1,-148,-553,430
20579,982,-21,245,-7,-20,2,-157,-552,439
20586,983,-21,242,-8,-21,2,-151,-552,430
20592,982,-21,242,-6,-16,3,-156,-561,442
20598,982,-21,245,-6,-15,2,-153,-555,439
20604,982,-21,244,-7,-18,2,-151,-558,441
20611,983,-20,244,-7,-19,2,-145,-558,447
20617,981,-22,244,-8,-18,2,-156,-555,447
20623,982,-21,245,-9,-20,2,-151,-553,433
20629,982,-21,243,-7,-19,2,-156,-558,439
20636,982,-21,244,-7,-16,2,-153,-556,439
20642,982,-21,245,-7,-18,2,-154,-561,436
20648,983,-21,243,-8,-19,2,-151,-552,436
20654,982,-20,244,-7,-17,2,-153,-555,441
20661,982,-21,243,-7,-17,2,-150,-550,439
20667,983,-22,244,-7,-18,2,-154,-546,436
20673,983,-21,244,-8,-20,2,-151,-553,444
20679,981,-22,242,-7,-16,2,-144,-562,436
20686,982,-21,243,-7,-16,2,-153,-558,441
20692,983,-21,245,-7,-16,2,-160,-555,439
20698,981,-21,244,-9,-20,2,-153,-558,442
20704,982,-20,243,-7,-18,2,-156,-556,435
20711,982,-21,244,-6,-16,2,-159,-552,441
20717,982,-22,244,-8,-19,1,-147,-552,439
20723,982,-21,244,-7,-18,2,-148,-558,442
20729,982,-20,242,-7,-18,2,-150,-559,439
20736,982,-21,243,-7,-17,2,-147,-555,439
20742,982,-21,245,-7,-18,2,-153,-553,435
20748,982,-21,243,-7,-18,1,-153,-555,444
20754,983,-21,244,-7,-17,2,-154,-556,439
20761,982,-21,243,-7,-17,2,-151,-552,445
20767,981,-22,244,-7,-17,2,-156,-550,438
20773,983,-20,244,-8,-19,1,-153,-555,424
20779,982,-20,243,-8,-18,2,-156,-552,442
20786,981,-22,242,-7,-15,2,-147,-559,445
20792,985,-19,245,-7,-17,4,-150,-553,442
20798,981,-22,242,-8,-21,3,-154,-549,441
20804,980,-22,242,-7,-14,2,-153,-553,447
20811,982,-21,244,-7,-15,2,-151,-561,447
20817,983,-20,244,-9,-18,2,-153,-555,435
20823,981,-21,242,-8,-18,2,-151,-552,442
20829,982,-21,245,-7,-17,3,-145,-559,444
20836,984,-21,245,-7,-18,3,-151,-552,438
20842,980,-22,242,-7,-16,3,-156,-552,445
20848,983,-20,246,-7,-16,2,-153,-555,435
20854,983,-21,243,-9,-21,2,-150,-550,441
20861,983,-21,244,-7,-18,2,-153,-556,433
