cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
591, 25414, 1, 6,                 383, 400, 842,                -4, -25, 0,                -94, -120, 36,                bytearray(b'Fc\x7f\x01\x90\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x88\xff$\x00')
592, 25421, 1, 6,                 384, 403, 844,                -4, -24, 0,                -93, -118, 33,                bytearray(b'Mc\x80\x01\x93\x01L\x03\xfc\xff\xe8\xff\x00\x00\xa3\xff\x8a\xff!\x00')
593, 25427, 1, 6,                 383, 401, 842,                -4, -25, 0,                -94, -111, 21,                bytearray(b'Sc\x7f\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa2\xff\x91\xff\x15\x00')
594, 25433, 1, 6,                 384, 403, 844,                -4, -25, 0,                -100, -106, 30,                bytearray(b'Yc\x80\x01\x93\x01L\x03\xfc\xff\xe7\xff\x00\x00\x9c\xff\x96\xff\x1e\x00')
595, 25439, 1, 6,                 385, 400, 842,                -4, -25, 0,                -96, -115, 37,                bytearray(b'_c\x81\x01\x90\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa0\xff\x8d\xff%\x00')
596, 25446, 1, 6,                 389, 401, 842,                -4, -25, 0,                -85, -121, 40,                bytearray(b'fc\x85\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xab\xff\x87\xff(\x00')
597, 25452, 1, 6,                 380, 404, 843,                -5, -24, 0,                -96, -118, 36,                bytearray(b'lc|\x01\x94\x01K\x03\xfb\xff\xe8\xff\x00\x00\xa0\xff\x8a\xff$\x00')
598, 25458, 1, 6,                 379, 402, 844,                -4, -25, 0,                -93, -117, 37,                bytearray(b'rc{\x01\x92\x01L\x03\xfc\xff\xe7\xff\x00\x00\xa3\xff\x8b\xff%\x00')
599, 25464, 1, 6,                 387, 400, 842,                -4, -25, 0,                -88, -118, 36,                bytearray(b'xc\x83\x01\x90\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x8a\xff$\x00')
600, 25471, 1, 6,                 385, 401, 842,                -4, -25, 0,                -81, -112, 40,                bytearray(b'\x7fc\x81\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xaf\xff\x90\xff(\x00')
601, 25477, 1, 6,                 385, 401, 842,                -4, -25, 0,                -88, -117, 27,                bytearray(b'\x85c\x81\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x8b\xff\x1b\x00')
602, 25483, 1, 6,                 383, 402, 842,                -4, -25, 0,                -91, -112, 34,                bytearray(b'\x8bc\x7f\x01\x92\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x90\xff"\x00')
603, 25489, 1, 6,                 382, 401, 843,                -4, -25, 0,                -88, -112, 34,                bytearray(b'\x91c~\x01\x91\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa8\xff\x90\xff"\x00')
