cnt, time stamp, exercise, sample, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, MAG X, MAG Y, MAG Z, raw
1615, 31814, 2, 3,                 385, 401, 842,                -4, -25, 0,                -87, -118, 34,                bytearray(b'F|\x81\x01\x91\x01J\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x8a\xff"\x00')
1616, 31821, 2, 3,                 382, 399, 844,                -5, -25, 0,                -93, -117, 39,                bytearray(b"M|~\x01\x8f\x01L\x03\xfb\xff\xe7\xff\x00\x00\xa3\xff\x8b\xff\'\x00")
1617, 31827, 2, 3,                 383, 405, 847,                -6, -24, 0,                -88, -115, 37,                bytearray(b'S|\x7f\x01\x95\x01O\x03\xfa\xff\xe8\xff\x00\x00\xa8\xff\x8d\xff%\x00')
1618, 31833, 2, 3,                 383, 402, 843,                -5, -25, 0,                -96, -120, 36,                bytearray(b'Y|\x7f\x01\x92\x01K\x03\xfb\xff\xe7\xff\x00\x00\xa0\xff\x88\xff$\x00')
1619, 31839, 2, 3,                 385, 400, 843,                -5, -25, 0,                -91, -123, 45,                bytearray(b'_|\x81\x01\x90\x01K\x03\xfb\xff\xe7\xff\x00\x00\xa5\xff\x85\xff-\x00')
1620, 31846, 2, 3,                 383, 398, 843,                -4, -25, 0,                -90, -120, 39,                bytearray(b"f|\x7f\x01\x8e\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa6\xff\x88\xff\'\x00")
1621, 31852, 2, 3,                 385, 401, 841,                -4, -25, 0,                -99, -117, 36,                bytearray(b'l|\x81\x01\x91\x01I\x03\xfc\xff\xe7\xff\x00\x00\x9d\xff\x8b\xff$\x00')
1622, 31858, 2, 3,                 385, 401, 841,                -4, -25, 0,                -97, -115, 31,                bytearray(b'r|\x81\x01\x91\x01I\x03\xfc\xff\xe7\xff\x00\x00\x9f\xff\x8d\xff\x1f\x00')
1623, 31864, 2, 3,                 382, 403, 843,                -4, -25, 0,                -91, -111, 34,                bytearray(b'x|~\x01\x93\x01K\x03\xfc\xff\xe7\xff\x00\x00\xa5\xff\x91\xff"\x00')
1624, 31871, 2, 3,                 384, 401, 841,                -4, -25, 0,                -87, -115, 42,                bytearray(b'\x7f|\x80\x01\x91\x01I\x03\xfc\xff\xe7\xff\x00\x00\xa9\xff\x8d\xff*\x00')
